fips,party,candidatevotes
1131,DEMOCRAT,3838
1131,REPUBLICAN,1834
1131,OTHER,10
1133,DEMOCRAT,2236
1133,REPUBLICAN,8130
1133,OTHER,57
4001,DEMOCRAT,15658
4001,REPUBLICAN,8384
4001,OTHER,156
4003,DEMOCRAT,17514
4003,REPUBLICAN,26556
4003,OTHER,413
4005,DEMOCRAT,29243
4005,REPUBLICAN,22526
4005,OTHER,498
4007,DEMOCRAT,8314
4007,REPUBLICAN,12343
4007,OTHER,186
4009,DEMOCRAT,3185
4009,REPUBLICAN,7467
4009,OTHER,68
4011,DEMOCRAT,1146
4011,REPUBLICAN,1899
4011,OTHER,22
4012,DEMOCRAT,1849
4012,REPUBLICAN,3158
4012,OTHER,48
4013,DEMOCRAT,504849
4013,REPUBLICAN,679455
4013,OTHER,8447
4015,DEMOCRAT,20503
4015,REPUBLICAN,36794
4015,OTHER,510
4017,DEMOCRAT,14815
4017,REPUBLICAN,17277
4017,OTHER,251
4019,DEMOCRAT,193128
4019,REPUBLICAN,171109
4019,OTHER,2670
4021,DEMOCRAT,27252
4021,REPUBLICAN,37006
4021,OTHER,364
4023,DEMOCRAT,6909
4023,REPUBLICAN,4668
4023,OTHER,91
4025,DEMOCRAT,33127
4025,REPUBLICAN,53468
4025,OTHER,794
4027,DEMOCRAT,16032
4027,REPUBLICAN,22184
4027,OTHER,249
5001,DEMOCRAT,3110
5001,REPUBLICAN,3789
5001,OTHER,47
5003,DEMOCRAT,3881
5003,REPUBLICAN,4567
5003,OTHER,64
5005,DEMOCRAT,7129
5005,REPUBLICAN,11128
5005,OTHER,273
5007,DEMOCRAT,20756
5007,REPUBLICAN,46571
5007,OTHER,794
5009,DEMOCRAT,4640
5009,REPUBLICAN,9793
5009,OTHER,344
5011,DEMOCRAT,2206
5011,REPUBLICAN,2011
5011,OTHER,32
5013,DEMOCRAT,942
5013,REPUBLICAN,1341
5013,OTHER,20
5015,DEMOCRAT,4161
5015,REPUBLICAN,6184
5015,OTHER,136
5017,DEMOCRAT,2993
5017,REPUBLICAN,1725
5017,OTHER,39
5019,DEMOCRAT,4985
5019,REPUBLICAN,4127
5019,OTHER,77
5021,DEMOCRAT,3264
5021,REPUBLICAN,2759
5021,OTHER,73
5023,DEMOCRAT,4702
5023,REPUBLICAN,7001
5023,OTHER,132
5025,DEMOCRAT,1450
5025,REPUBLICAN,2009
5025,OTHER,37
5027,DEMOCRAT,4108
5027,REPUBLICAN,5729
5027,OTHER,72
5029,DEMOCRAT,4259
5029,REPUBLICAN,4293
5029,OTHER,97
5031,DEMOCRAT,13665
5031,REPUBLICAN,15818
5031,OTHER,318
5033,DEMOCRAT,6764
5033,REPUBLICAN,13391
5033,OTHER,246
5035,DEMOCRAT,8277
5035,REPUBLICAN,6930
5035,OTHER,93
5037,DEMOCRAT,3135
5037,REPUBLICAN,3864
5037,OTHER,75
5039,DEMOCRAT,1667
5039,REPUBLICAN,1699
5039,OTHER,17
5041,DEMOCRAT,2851
5041,REPUBLICAN,1729
5041,OTHER,67
5043,DEMOCRAT,2952
5043,REPUBLICAN,3262
5043,OTHER,35
5045,DEMOCRAT,14538
5045,REPUBLICAN,21514
5045,OTHER,634
5047,DEMOCRAT,3008
5047,REPUBLICAN,4181
5047,OTHER,100
5049,DEMOCRAT,2370
5049,REPUBLICAN,2522
5049,OTHER,63
5051,DEMOCRAT,18040
5051,REPUBLICAN,21734
5051,OTHER,380
5053,DEMOCRAT,2524
5053,REPUBLICAN,4205
5053,OTHER,41
5055,DEMOCRAT,6561
5055,REPUBLICAN,7232
5055,OTHER,154
5057,DEMOCRAT,3817
5057,REPUBLICAN,3580
5057,OTHER,55
5059,DEMOCRAT,5903
5059,REPUBLICAN,5962
5059,OTHER,203
5061,DEMOCRAT,2166
5061,REPUBLICAN,2736
5061,OTHER,41
5063,DEMOCRAT,5443
5063,REPUBLICAN,7430
5063,OTHER,138
5065,DEMOCRAT,2586
5065,REPUBLICAN,2833
5065,OTHER,74
5067,DEMOCRAT,3515
5067,REPUBLICAN,2624
5067,OTHER,80
5069,DEMOCRAT,19675
5069,REPUBLICAN,10218
5069,OTHER,600
5071,DEMOCRAT,3622
5071,REPUBLICAN,4311
5071,OTHER,111
5073,DEMOCRAT,1567
5073,REPUBLICAN,1604
5073,OTHER,20
5075,DEMOCRAT,3544
5075,REPUBLICAN,2951
5075,OTHER,120
5077,DEMOCRAT,2548
5077,REPUBLICAN,1492
5077,OTHER,40
5079,DEMOCRAT,2149
5079,REPUBLICAN,1921
5079,OTHER,39
5081,DEMOCRAT,2677
5081,REPUBLICAN,2575
5081,OTHER,42
5083,DEMOCRAT,3361
5083,REPUBLICAN,5076
5083,OTHER,114
5085,DEMOCRAT,7454
5085,REPUBLICAN,14398
5085,OTHER,178
5087,DEMOCRAT,2421
5087,REPUBLICAN,3873
5087,OTHER,90
5089,DEMOCRAT,2602
5089,REPUBLICAN,4127
5089,OTHER,138
5091,DEMOCRAT,6139
5091,REPUBLICAN,8448
5091,OTHER,91
5093,DEMOCRAT,7593
5093,REPUBLICAN,6121
5093,OTHER,439
5095,DEMOCRAT,2049
5095,REPUBLICAN,1586
5095,OTHER,32
5097,DEMOCRAT,1524
5097,REPUBLICAN,2367
5097,OTHER,67
5099,DEMOCRAT,1694
5099,REPUBLICAN,1752
5099,OTHER,31
5101,DEMOCRAT,1506
5101,REPUBLICAN,2779
5101,OTHER,93
5103,DEMOCRAT,5188
5103,REPUBLICAN,5345
5103,OTHER,117
5105,DEMOCRAT,1921
5105,REPUBLICAN,2435
5105,OTHER,75
5107,DEMOCRAT,5642
5107,REPUBLICAN,3161
5107,OTHER,65
5109,DEMOCRAT,1310
5109,REPUBLICAN,2013
5109,OTHER,44
5111,DEMOCRAT,4069
5111,REPUBLICAN,3555
5111,OTHER,99
5113,DEMOCRAT,2473
5113,REPUBLICAN,5192
5113,OTHER,134
5115,DEMOCRAT,7100
5115,REPUBLICAN,13614
5115,OTHER,188
5117,DEMOCRAT,1562
5117,REPUBLICAN,2030
5117,OTHER,32
5119,DEMOCRAT,82755
5119,REPUBLICAN,67617
5119,OTHER,1386
5121,DEMOCRAT,3412
5121,REPUBLICAN,3158
5121,OTHER,97
5123,DEMOCRAT,5684
5123,REPUBLICAN,3815
5123,OTHER,89
5125,DEMOCRAT,14153
5125,REPUBLICAN,24864
5125,OTHER,359
5127,DEMOCRAT,1473
5127,REPUBLICAN,2514
5127,OTHER,51
5129,DEMOCRAT,1370
5129,REPUBLICAN,2565
5129,OTHER,57
5131,DEMOCRAT,16479
5131,REPUBLICAN,27303
5131,OTHER,429
5133,DEMOCRAT,2035
5133,REPUBLICAN,2516
5133,OTHER,50
5135,DEMOCRAT,3265
5135,REPUBLICAN,4097
5135,OTHER,108
5137,DEMOCRAT,2255
5137,REPUBLICAN,3188
5137,OTHER,106
5139,DEMOCRAT,7071
5139,REPUBLICAN,10502
5139,OTHER,259
5141,DEMOCRAT,3310
5141,REPUBLICAN,3988
5141,OTHER,76
5143,DEMOCRAT,27597
5143,REPUBLICAN,35726
5143,OTHER,780
5145,DEMOCRAT,9129
5145,REPUBLICAN,17001
5145,OTHER,295
5147,DEMOCRAT,1972
5147,REPUBLICAN,1021
5147,OTHER,33
5149,DEMOCRAT,2913
5149,REPUBLICAN,3678
5149,OTHER,68
6001,DEMOCRAT,422585
6001,REPUBLICAN,130911
6001,OTHER,7246
6003,DEMOCRAT,373
6003,REPUBLICAN,311
6003,OTHER,15
6005,DEMOCRAT,6211
6005,REPUBLICAN,10479
6005,OTHER,189
6007,DEMOCRAT,42448
6007,REPUBLICAN,51662
6007,OTHER,1625
6009,DEMOCRAT,8286
6009,REPUBLICAN,13601
6009,OTHER,419
6011,DEMOCRAT,1947
6011,REPUBLICAN,4142
6011,OTHER,77
6013,DEMOCRAT,257254
6013,REPUBLICAN,150608
6013,OTHER,4277
6015,DEMOCRAT,3892
6015,REPUBLICAN,5356
6015,OTHER,173
6017,DEMOCRAT,32242
6017,REPUBLICAN,52878
6017,OTHER,1158
6019,DEMOCRAT,103154
6019,REPUBLICAN,141988
6019,OTHER,2018
6021,DEMOCRAT,2995
6021,REPUBLICAN,6308
6021,OTHER,132
6023,DEMOCRAT,37988
6023,REPUBLICAN,25714
6023,OTHER,1808
6025,DEMOCRAT,13955
6025,REPUBLICAN,11628
6025,OTHER,319
6027,DEMOCRAT,3021
6027,REPUBLICAN,4559
6027,OTHER,138
6029,DEMOCRAT,68603
6029,REPUBLICAN,140417
6029,OTHER,1838
6031,DEMOCRAT,10833
6031,REPUBLICAN,21003
6031,OTHER,257
6033,DEMOCRAT,9679
6033,REPUBLICAN,8185
6033,OTHER,302
6035,DEMOCRAT,3158
6035,REPUBLICAN,8126
6035,OTHER,153
6037,DEMOCRAT,1907736
6037,REPUBLICAN,1076225
6037,OTHER,37686
6039,DEMOCRAT,13481
6039,REPUBLICAN,24871
6039,OTHER,428
6041,DEMOCRAT,99070
6041,REPUBLICAN,34378
6041,OTHER,1471
6043,DEMOCRAT,3251
6043,REPUBLICAN,5215
6043,OTHER,172
6045,DEMOCRAT,24385
6045,REPUBLICAN,12955
6045,OTHER,839
6047,DEMOCRAT,24491
6047,REPUBLICAN,32773
6047,OTHER,681
6049,DEMOCRAT,1149
6049,REPUBLICAN,3235
6049,OTHER,72
6051,DEMOCRAT,2628
6051,REPUBLICAN,2621
6051,OTHER,81
6053,DEMOCRAT,75241
6053,REPUBLICAN,47838
6053,OTHER,1465
6055,DEMOCRAT,33666
6055,REPUBLICAN,22059
6055,OTHER,740
6057,DEMOCRAT,24220
6057,REPUBLICAN,28790
6057,OTHER,729
6059,DEMOCRAT,419239
6059,REPUBLICAN,641832
6059,OTHER,12225
6061,DEMOCRAT,55573
6061,REPUBLICAN,95969
6061,OTHER,1403
6063,DEMOCRAT,4129
6063,REPUBLICAN,6905
6063,OTHER,144
6065,DEMOCRAT,228806
6065,REPUBLICAN,322473
6065,OTHER,5603
6067,DEMOCRAT,236657
6067,REPUBLICAN,235539
6067,OTHER,4569
6069,DEMOCRAT,9851
6069,REPUBLICAN,8698
6069,OTHER,176
6071,DEMOCRAT,227789
6071,REPUBLICAN,289306
6071,OTHER,5682
6073,DEMOCRAT,526437
6073,REPUBLICAN,596033
6073,OTHER,11114
6075,DEMOCRAT,296772
6075,REPUBLICAN,54355
6075,OTHER,4802
6077,DEMOCRAT,87012
6077,REPUBLICAN,100978
6077,OTHER,1515
6079,DEMOCRAT,58742
6079,REPUBLICAN,67995
6079,OTHER,1910
6081,DEMOCRAT,197922
6081,REPUBLICAN,83315
6081,OTHER,2840
6083,DEMOCRAT,90314
6083,REPUBLICAN,76806
6083,OTHER,2005
6085,DEMOCRAT,386100
6085,REPUBLICAN,209094
6085,OTHER,7420
6087,DEMOCRAT,89102
6087,REPUBLICAN,30354
6087,OTHER,2277
6089,DEMOCRAT,24339
6089,REPUBLICAN,52249
6089,OTHER,983
6091,DEMOCRAT,646
6091,REPUBLICAN,1249
6091,OTHER,50
6093,DEMOCRAT,7880
6093,REPUBLICAN,12673
6093,OTHER,310
6095,DEMOCRAT,85096
6095,REPUBLICAN,62301
6095,OTHER,1349
6097,DEMOCRAT,148261
6097,REPUBLICAN,68204
6097,OTHER,3612
6099,DEMOCRAT,58829
6099,REPUBLICAN,85407
6099,OTHER,1278
6101,DEMOCRAT,9602
6101,REPUBLICAN,20254
6101,OTHER,289
6103,DEMOCRAT,7504
6103,REPUBLICAN,15572
6103,OTHER,329
6105,DEMOCRAT,2782
6105,REPUBLICAN,3560
6105,OTHER,137
6107,DEMOCRAT,32494
6107,REPUBLICAN,65399
6107,OTHER,846
6109,DEMOCRAT,10104
6109,REPUBLICAN,15745
6109,OTHER,339
6111,DEMOCRAT,148859
6111,REPUBLICAN,160314
6111,OTHER,3736
6113,DEMOCRAT,42885
6113,REPUBLICAN,28005
6113,OTHER,1119
6115,DEMOCRAT,5687
6115,REPUBLICAN,12076
6115,OTHER,257
8001,DEMOCRAT,69122
8001,REPUBLICAN,65912
8001,OTHER,1638
8003,DEMOCRAT,3017
8003,REPUBLICAN,3179
8003,OTHER,73
8005,DEMOCRAT,110262
8005,REPUBLICAN,119475
8005,OTHER,2434
8007,DEMOCRAT,2141
8007,REPUBLICAN,3601
8007,OTHER,97
8009,DEMOCRAT,483
8009,REPUBLICAN,1680
8009,OTHER,23
8011,DEMOCRAT,785
8011,REPUBLICAN,1338
8011,OTHER,32
8013,DEMOCRAT,105564
8013,REPUBLICAN,51586
8013,OTHER,2107
8014,DEMOCRAT,10935
8014,REPUBLICAN,12007
8014,OTHER,293
8015,DEMOCRAT,3766
8015,REPUBLICAN,4875
8015,OTHER,128
8017,DEMOCRAT,198
8017,REPUBLICAN,923
8017,OTHER,13
8019,DEMOCRAT,2989
8019,REPUBLICAN,2522
8019,OTHER,102
8021,DEMOCRAT,1894
8021,REPUBLICAN,1864
8021,OTHER,42
8023,DEMOCRAT,1170
8023,REPUBLICAN,566
8023,OTHER,23
8025,DEMOCRAT,478
8025,REPUBLICAN,1006
8025,OTHER,9
8027,DEMOCRAT,739
8027,REPUBLICAN,1657
8027,OTHER,32
8029,DEMOCRAT,4224
8029,REPUBLICAN,9722
8029,OTHER,213
8031,DEMOCRAT,166135
8031,REPUBLICAN,69903
8031,OTHER,2634
8033,DEMOCRAT,333
8033,REPUBLICAN,785
8033,OTHER,28
8035,DEMOCRAT,39661
8035,REPUBLICAN,80651
8035,OTHER,888
8037,DEMOCRAT,9744
8037,REPUBLICAN,8533
8037,OTHER,234
8039,DEMOCRAT,2834
8039,REPUBLICAN,8389
8039,OTHER,138
8041,DEMOCRAT,77648
8041,REPUBLICAN,161361
8041,OTHER,2777
8043,DEMOCRAT,5933
8043,REPUBLICAN,12313
8043,OTHER,277
8045,DEMOCRAT,9228
8045,REPUBLICAN,11123
8045,OTHER,296
8047,DEMOCRAT,1807
8047,REPUBLICAN,1329
8047,OTHER,60
8049,DEMOCRAT,3243
8049,REPUBLICAN,4260
8049,OTHER,106
8051,DEMOCRAT,4782
8051,REPUBLICAN,3479
8051,OTHER,159
8053,DEMOCRAT,236
8053,REPUBLICAN,355
8053,OTHER,11
8055,DEMOCRAT,1663
8055,REPUBLICAN,1700
8055,OTHER,39
8057,DEMOCRAT,210
8057,REPUBLICAN,710
8057,OTHER,14
8059,DEMOCRAT,126558
8059,REPUBLICAN,140644
8059,OTHER,4091
8061,DEMOCRAT,172
8061,REPUBLICAN,712
8061,OTHER,8
8063,DEMOCRAT,729
8063,REPUBLICAN,2721
8063,OTHER,52
8065,DEMOCRAT,1623
8065,REPUBLICAN,1261
8065,OTHER,65
8067,DEMOCRAT,13409
8067,REPUBLICAN,11704
8067,OTHER,377
8069,DEMOCRAT,68266
8069,REPUBLICAN,75884
8069,OTHER,2285
8071,DEMOCRAT,3300
8071,REPUBLICAN,3196
8071,OTHER,91
8073,DEMOCRAT,503
8073,REPUBLICAN,1819
8073,OTHER,15
8075,DEMOCRAT,2491
8075,REPUBLICAN,6168
8075,OTHER,107
8077,DEMOCRAT,19564
8077,REPUBLICAN,41539
8077,OTHER,782
8079,DEMOCRAT,227
8079,REPUBLICAN,383
8079,OTHER,9
8081,DEMOCRAT,1355
8081,REPUBLICAN,4247
8081,OTHER,123
8083,DEMOCRAT,3867
8083,REPUBLICAN,6988
8083,OTHER,160
8085,DEMOCRAT,4776
8085,REPUBLICAN,11218
8085,OTHER,225
8087,DEMOCRAT,3039
8087,REPUBLICAN,6787
8087,OTHER,110
8089,DEMOCRAT,3164
8089,REPUBLICAN,4947
8089,OTHER,69
8091,DEMOCRAT,1278
8091,REPUBLICAN,1402
8091,OTHER,39
8093,DEMOCRAT,3445
8093,REPUBLICAN,4781
8093,OTHER,129
8095,DEMOCRAT,582
8095,REPUBLICAN,1717
8095,OTHER,26
8097,DEMOCRAT,6335
8097,REPUBLICAN,2784
8097,OTHER,136
8099,DEMOCRAT,1308
8099,REPUBLICAN,3392
8099,OTHER,45
8101,DEMOCRAT,35369
8101,REPUBLICAN,31117
8101,OTHER,696
8103,DEMOCRAT,566
8103,REPUBLICAN,2403
8103,OTHER,34
8105,DEMOCRAT,2006
8105,REPUBLICAN,3448
8105,OTHER,69
8107,DEMOCRAT,6392
8107,REPUBLICAN,5199
8107,OTHER,170
8109,DEMOCRAT,1594
8109,REPUBLICAN,1163
8109,OTHER,46
8111,DEMOCRAT,253
8111,REPUBLICAN,216
8111,OTHER,17
8113,DEMOCRAT,2876
8113,REPUBLICAN,1079
8113,OTHER,64
8115,DEMOCRAT,374
8115,REPUBLICAN,971
8115,OTHER,15
8117,DEMOCRAT,8144
8117,REPUBLICAN,5370
8117,OTHER,221
8119,DEMOCRAT,3556
8119,REPUBLICAN,8094
8119,OTHER,190
8121,DEMOCRAT,455
8121,REPUBLICAN,2050
8121,OTHER,25
8123,DEMOCRAT,31868
8123,REPUBLICAN,55591
8123,OTHER,1193
8125,DEMOCRAT,1064
8125,REPUBLICAN,3456
8125,OTHER,39
9001,DEMOCRAT,205902
9001,REPUBLICAN,189605
9001,OTHER,5460
9003,DEMOCRAT,229902
9003,REPUBLICAN,154919
9003,OTHER,6987
9005,DEMOCRAT,44647
9005,REPUBLICAN,50160
9005,OTHER,1861
9007,DEMOCRAT,47292
9007,REPUBLICAN,35252
9007,OTHER,1440
9009,DEMOCRAT,199060
9009,REPUBLICAN,160390
9009,OTHER,6942
9011,DEMOCRAT,66062
9011,REPUBLICAN,49931
9011,OTHER,2367
9013,DEMOCRAT,39146
9013,REPUBLICAN,31245
9013,OTHER,1338
9015,DEMOCRAT,25477
9015,REPUBLICAN,22324
9015,OTHER,1060
10001,DEMOCRAT,23872
10001,REPUBLICAN,31578
10001,OTHER,527
10003,DEMOCRAT,146171
10003,REPUBLICAN,93070
10003,OTHER,2203
10005,DEMOCRAT,30098
10005,REPUBLICAN,47003
10005,OTHER,648
11001,DEMOCRAT,202970
11001,REPUBLICAN,21256
11001,OTHER,3360
12001,DEMOCRAT,62504
12001,REPUBLICAN,47762
12001,OTHER,1062
12003,DEMOCRAT,2180
12003,REPUBLICAN,7738
12003,OTHER,37
12005,DEMOCRAT,21068
12005,REPUBLICAN,53404
12005,OTHER,552
12007,DEMOCRAT,3244
12007,REPUBLICAN,7557
12007,OTHER,54
12009,DEMOCRAT,110309
12009,REPUBLICAN,153068
12009,OTHER,2085
12011,DEMOCRAT,453873
12011,REPUBLICAN,244674
12011,OTHER,8325
12013,DEMOCRAT,2116
12013,REPUBLICAN,3782
12013,OTHER,65
12015,DEMOCRAT,34256
12015,REPUBLICAN,44428
12015,OTHER,1102
12017,DEMOCRAT,29277
12017,REPUBLICAN,39500
12017,OTHER,690
12019,DEMOCRAT,18971
12019,REPUBLICAN,62078
12019,OTHER,446
12021,DEMOCRAT,43892
12021,REPUBLICAN,83631
12021,OTHER,1160
12023,DEMOCRAT,8031
12023,REPUBLICAN,16758
12023,OTHER,202
12027,DEMOCRAT,3913
12027,REPUBLICAN,5524
12027,OTHER,73
12029,DEMOCRAT,1960
12029,REPUBLICAN,4434
12029,OTHER,48
12031,DEMOCRAT,158610
12031,REPUBLICAN,220190
12031,OTHER,2261
12033,DEMOCRAT,48329
12033,REPUBLICAN,93566
12033,OTHER,1383
12035,DEMOCRAT,18578
12035,REPUBLICAN,19633
12035,OTHER,269
12037,DEMOCRAT,2401
12037,REPUBLICAN,3472
12037,OTHER,58
12039,DEMOCRAT,14629
12039,REPUBLICAN,6253
12039,OTHER,102
12041,DEMOCRAT,2017
12041,REPUBLICAN,4936
12041,OTHER,62
12043,DEMOCRAT,1718
12043,REPUBLICAN,2443
12043,OTHER,27
12045,DEMOCRAT,2407
12045,REPUBLICAN,4805
12045,OTHER,65
12047,DEMOCRAT,2260
12047,REPUBLICAN,2792
12047,OTHER,27
12049,DEMOCRAT,2149
12049,REPUBLICAN,5049
12049,OTHER,51
12051,DEMOCRAT,3960
12051,REPUBLICAN,5757
12051,OTHER,58
12053,DEMOCRAT,37187
12053,REPUBLICAN,42635
12053,OTHER,725
12055,DEMOCRAT,15347
12055,REPUBLICAN,25878
12055,OTHER,271
12057,DEMOCRAT,214132
12057,REPUBLICAN,245576
12057,OTHER,3514
12059,DEMOCRAT,1810
12059,REPUBLICAN,6412
12059,OTHER,78
12061,DEMOCRAT,23956
12061,REPUBLICAN,36938
12061,OTHER,520
12063,DEMOCRAT,7555
12063,REPUBLICAN,12122
12063,OTHER,130
12065,DEMOCRAT,4135
12065,REPUBLICAN,3298
12065,OTHER,45
12067,DEMOCRAT,845
12067,REPUBLICAN,2460
12067,OTHER,20
12069,DEMOCRAT,48221
12069,REPUBLICAN,74389
12069,OTHER,1340
12071,DEMOCRAT,93860
12071,REPUBLICAN,144176
12071,OTHER,2631
12073,DEMOCRAT,83873
12073,REPUBLICAN,51615
12073,OTHER,891
12075,DEMOCRAT,6074
12075,REPUBLICAN,10410
12075,OTHER,168
12077,DEMOCRAT,1070
12077,REPUBLICAN,1927
12077,OTHER,24
12079,DEMOCRAT,4050
12079,REPUBLICAN,4191
12079,OTHER,63
12081,DEMOCRAT,61262
12081,REPUBLICAN,81318
12081,OTHER,1041
12083,DEMOCRAT,57271
12083,REPUBLICAN,81283
12083,OTHER,1123
12085,DEMOCRAT,30208
12085,REPUBLICAN,41362
12085,OTHER,883
12086,DEMOCRAT,409732
12086,REPUBLICAN,361095
12086,OTHER,3899
12087,DEMOCRAT,19654
12087,REPUBLICAN,19467
12087,OTHER,414
12089,DEMOCRAT,8573
12089,REPUBLICAN,23783
12089,OTHER,387
12091,DEMOCRAT,19368
12091,REPUBLICAN,69693
12091,OTHER,695
12093,DEMOCRAT,5153
12093,REPUBLICAN,6978
12093,OTHER,59
12095,DEMOCRAT,193354
12095,REPUBLICAN,192539
12095,OTHER,2151
12097,DEMOCRAT,38633
12097,REPUBLICAN,43117
12097,OTHER,454
12099,DEMOCRAT,328687
12099,REPUBLICAN,212688
12099,OTHER,3247
12101,DEMOCRAT,84749
12101,REPUBLICAN,103230
12101,OTHER,2937
12103,DEMOCRAT,225460
12103,REPUBLICAN,225686
12103,OTHER,4211
12105,DEMOCRAT,86009
12105,REPUBLICAN,123559
12105,OTHER,1262
12107,DEMOCRAT,12412
12107,REPUBLICAN,18311
12107,OTHER,250
12109,DEMOCRAT,26399
12109,REPUBLICAN,59196
12109,OTHER,695
12111,DEMOCRAT,51835
12111,REPUBLICAN,47592
12111,OTHER,636
12113,DEMOCRAT,14659
12113,REPUBLICAN,52059
12113,OTHER,589
12115,DEMOCRAT,88442
