fips,candidate,party,candidatevotes,mode
38061,BARACK OBAMA,DEMOCRAT,1477,TOTAL
38061,JOHN MCCAIN,REPUBLICAN,1406,TOTAL
38061,OTHER,OTHER,55,TOTAL
38063,BARACK OBAMA,DEMOCRAT,907,TOTAL
38063,JOHN MCCAIN,REPUBLICAN,800,TOTAL
38063,OTHER,OTHER,45,TOTAL
38065,BARACK OBAMA,DEMOCRAT,332,TOTAL
38065,JOHN MCCAIN,REPUBLICAN,682,TOTAL
38065,OTHER,OTHER,26,TOTAL
38067,BARACK OBAMA,DEMOCRAT,1494,TOTAL
38067,JOHN MCCAIN,REPUBLICAN,1722,TOTAL
38067,OTHER,OTHER,91,TOTAL
38069,BARACK OBAMA,DEMOCRAT,792,TOTAL
38069,JOHN MCCAIN,REPUBLICAN,1301,TOTAL
38069,OTHER,OTHER,46,TOTAL
38071,BARACK OBAMA,DEMOCRAT,2314,TOTAL
38071,JOHN MCCAIN,REPUBLICAN,2361,TOTAL
38071,OTHER,OTHER,87,TOTAL
38073,BARACK OBAMA,DEMOCRAT,1371,TOTAL
38073,JOHN MCCAIN,REPUBLICAN,998,TOTAL
38073,OTHER,OTHER,64,TOTAL
38075,BARACK OBAMA,DEMOCRAT,505,TOTAL
38075,JOHN MCCAIN,REPUBLICAN,799,TOTAL
38075,OTHER,OTHER,42,TOTAL
38077,BARACK OBAMA,DEMOCRAT,3513,TOTAL
38077,JOHN MCCAIN,REPUBLICAN,3900,TOTAL
38077,OTHER,OTHER,150,TOTAL
38079,BARACK OBAMA,DEMOCRAT,3403,TOTAL
38079,JOHN MCCAIN,REPUBLICAN,1045,TOTAL
38079,OTHER,OTHER,86,TOTAL
38081,BARACK OBAMA,DEMOCRAT,1115,TOTAL
38081,JOHN MCCAIN,REPUBLICAN,778,TOTAL
38081,OTHER,OTHER,34,TOTAL
38083,BARACK OBAMA,DEMOCRAT,229,TOTAL
38083,JOHN MCCAIN,REPUBLICAN,555,TOTAL
38083,OTHER,OTHER,19,TOTAL
38085,BARACK OBAMA,DEMOCRAT,1145,TOTAL
38085,JOHN MCCAIN,REPUBLICAN,215,TOTAL
38085,OTHER,OTHER,18,TOTAL
38087,BARACK OBAMA,DEMOCRAT,106,TOTAL
38087,JOHN MCCAIN,REPUBLICAN,297,TOTAL
38087,OTHER,OTHER,8,TOTAL
38089,BARACK OBAMA,DEMOCRAT,3802,TOTAL
38089,JOHN MCCAIN,REPUBLICAN,7024,TOTAL
38089,OTHER,OTHER,244,TOTAL
38091,BARACK OBAMA,DEMOCRAT,614,TOTAL
38091,JOHN MCCAIN,REPUBLICAN,404,TOTAL
38091,OTHER,OTHER,14,TOTAL
38093,BARACK OBAMA,DEMOCRAT,4056,TOTAL
38093,JOHN MCCAIN,REPUBLICAN,5499,TOTAL
38093,OTHER,OTHER,229,TOTAL
38095,BARACK OBAMA,DEMOCRAT,621,TOTAL
38095,JOHN MCCAIN,REPUBLICAN,536,TOTAL
38095,OTHER,OTHER,40,TOTAL
38097,BARACK OBAMA,DEMOCRAT,2136,TOTAL
38097,JOHN MCCAIN,REPUBLICAN,1845,TOTAL
38097,OTHER,OTHER,60,TOTAL
38099,BARACK OBAMA,DEMOCRAT,2325,TOTAL
38099,JOHN MCCAIN,REPUBLICAN,2415,TOTAL
38099,OTHER,OTHER,142,TOTAL
38101,BARACK OBAMA,DEMOCRAT,10144,TOTAL
38101,JOHN MCCAIN,REPUBLICAN,15061,TOTAL
38101,OTHER,OTHER,416,TOTAL
38103,BARACK OBAMA,DEMOCRAT,841,TOTAL
38103,JOHN MCCAIN,REPUBLICAN,1468,TOTAL
38103,OTHER,OTHER,68,TOTAL
38105,BARACK OBAMA,DEMOCRAT,2921,TOTAL
38105,JOHN MCCAIN,REPUBLICAN,6291,TOTAL
38105,OTHER,OTHER,161,TOTAL
39001,BARACK OBAMA,DEMOCRAT,4170,TOTAL
39001,JOHN MCCAIN,REPUBLICAN,6914,TOTAL
39001,OTHER,OTHER,304,TOTAL
39003,BARACK OBAMA,DEMOCRAT,19521,TOTAL
39003,JOHN MCCAIN,REPUBLICAN,29941,TOTAL
39003,OTHER,OTHER,801,TOTAL
39005,BARACK OBAMA,DEMOCRAT,9300,TOTAL
39005,JOHN MCCAIN,REPUBLICAN,15158,TOTAL
39005,OTHER,OTHER,710,TOTAL
39007,BARACK OBAMA,DEMOCRAT,25027,TOTAL
39007,JOHN MCCAIN,REPUBLICAN,18949,TOTAL
39007,OTHER,OTHER,898,TOTAL
39009,BARACK OBAMA,DEMOCRAT,20722,TOTAL
39009,JOHN MCCAIN,REPUBLICAN,9742,TOTAL
39009,OTHER,OTHER,634,TOTAL
39011,BARACK OBAMA,DEMOCRAT,6727,TOTAL
39011,JOHN MCCAIN,REPUBLICAN,16395,TOTAL
39011,OTHER,OTHER,364,TOTAL
39013,BARACK OBAMA,DEMOCRAT,16302,TOTAL
39013,JOHN MCCAIN,REPUBLICAN,15422,TOTAL
39013,OTHER,OTHER,687,TOTAL
39015,BARACK OBAMA,DEMOCRAT,7503,TOTAL
39015,JOHN MCCAIN,REPUBLICAN,12192,TOTAL
39015,OTHER,OTHER,418,TOTAL
39017,BARACK OBAMA,DEMOCRAT,66030,TOTAL
39017,JOHN MCCAIN,REPUBLICAN,105340,TOTAL
39017,OTHER,OTHER,2406,TOTAL
39019,BARACK OBAMA,DEMOCRAT,6423,TOTAL
39019,JOHN MCCAIN,REPUBLICAN,7097,TOTAL
39019,OTHER,OTHER,433,TOTAL
39021,BARACK OBAMA,DEMOCRAT,7385,TOTAL
39021,JOHN MCCAIN,REPUBLICAN,11141,TOTAL
39021,OTHER,OTHER,361,TOTAL
39023,BARACK OBAMA,DEMOCRAT,31958,TOTAL
39023,JOHN MCCAIN,REPUBLICAN,33634,TOTAL
39023,OTHER,OTHER,1178,TOTAL
39025,BARACK OBAMA,DEMOCRAT,31611,TOTAL
39025,JOHN MCCAIN,REPUBLICAN,62559,TOTAL
39025,OTHER,OTHER,1310,TOTAL
39027,BARACK OBAMA,DEMOCRAT,6558,TOTAL
39027,JOHN MCCAIN,REPUBLICAN,12410,TOTAL
39027,OTHER,OTHER,338,TOTAL
39029,BARACK OBAMA,DEMOCRAT,21882,TOTAL
39029,JOHN MCCAIN,REPUBLICAN,25585,TOTAL
39029,OTHER,OTHER,1013,TOTAL
39031,BARACK OBAMA,DEMOCRAT,7689,TOTAL
39031,JOHN MCCAIN,REPUBLICAN,8675,TOTAL
39031,OTHER,OTHER,499,TOTAL
39033,BARACK OBAMA,DEMOCRAT,8288,TOTAL
39033,JOHN MCCAIN,REPUBLICAN,12316,TOTAL
39033,OTHER,OTHER,569,TOTAL
39035,BARACK OBAMA,DEMOCRAT,458204,TOTAL
39035,JOHN MCCAIN,REPUBLICAN,199864,TOTAL
39035,OTHER,OTHER,7046,TOTAL
39037,BARACK OBAMA,DEMOCRAT,7964,TOTAL
39037,JOHN MCCAIN,REPUBLICAN,17290,TOTAL
39037,OTHER,OTHER,539,TOTAL
39039,BARACK OBAMA,DEMOCRAT,8399,TOTAL
39039,JOHN MCCAIN,REPUBLICAN,10407,TOTAL
39039,OTHER,OTHER,391,TOTAL
39041,BARACK OBAMA,DEMOCRAT,36653,TOTAL
39041,JOHN MCCAIN,REPUBLICAN,54778,TOTAL
39041,OTHER,OTHER,985,TOTAL
39043,BARACK OBAMA,DEMOCRAT,23148,TOTAL
39043,JOHN MCCAIN,REPUBLICAN,17432,TOTAL
39043,OTHER,OTHER,649,TOTAL
39045,BARACK OBAMA,DEMOCRAT,29250,TOTAL
39045,JOHN MCCAIN,REPUBLICAN,41580,TOTAL
39045,OTHER,OTHER,1116,TOTAL
39047,BARACK OBAMA,DEMOCRAT,4401,TOTAL
39047,JOHN MCCAIN,REPUBLICAN,7102,TOTAL
39047,OTHER,OTHER,191,TOTAL
39049,BARACK OBAMA,DEMOCRAT,334684,TOTAL
39049,JOHN MCCAIN,REPUBLICAN,218478,TOTAL
39049,OTHER,OTHER,7129,TOTAL
39051,BARACK OBAMA,DEMOCRAT,9900,TOTAL
39051,JOHN MCCAIN,REPUBLICAN,11689,TOTAL
39051,OTHER,OTHER,384,TOTAL
39053,BARACK OBAMA,DEMOCRAT,4777,TOTAL
39053,JOHN MCCAIN,REPUBLICAN,8247,TOTAL
39053,OTHER,OTHER,294,TOTAL
39055,BARACK OBAMA,DEMOCRAT,21250,TOTAL
39055,JOHN MCCAIN,REPUBLICAN,29096,TOTAL
39055,OTHER,OTHER,756,TOTAL
39057,BARACK OBAMA,DEMOCRAT,33540,TOTAL
39057,JOHN MCCAIN,REPUBLICAN,48936,TOTAL
39057,OTHER,OTHER,1113,TOTAL
39059,BARACK OBAMA,DEMOCRAT,7625,TOTAL
39059,JOHN MCCAIN,REPUBLICAN,9197,TOTAL
39059,OTHER,OTHER,503,TOTAL
39061,BARACK OBAMA,DEMOCRAT,224644,TOTAL
39061,JOHN MCCAIN,REPUBLICAN,195107,TOTAL
39061,OTHER,OTHER,4331,TOTAL
39063,BARACK OBAMA,DEMOCRAT,13870,TOTAL
39063,JOHN MCCAIN,REPUBLICAN,22420,TOTAL
39063,OTHER,OTHER,691,TOTAL
39065,BARACK OBAMA,DEMOCRAT,5013,TOTAL
39065,JOHN MCCAIN,REPUBLICAN,7749,TOTAL
39065,OTHER,OTHER,352,TOTAL
39067,BARACK OBAMA,DEMOCRAT,3683,TOTAL
39067,JOHN MCCAIN,REPUBLICAN,3872,TOTAL
39067,OTHER,OTHER,232,TOTAL
39069,BARACK OBAMA,DEMOCRAT,6320,TOTAL
39069,JOHN MCCAIN,REPUBLICAN,8239,TOTAL
39069,OTHER,OTHER,281,TOTAL
39071,BARACK OBAMA,DEMOCRAT,6857,TOTAL
39071,JOHN MCCAIN,REPUBLICAN,11908,TOTAL
39071,OTHER,OTHER,423,TOTAL
39073,BARACK OBAMA,DEMOCRAT,6231,TOTAL
39073,JOHN MCCAIN,REPUBLICAN,6326,TOTAL
39073,OTHER,OTHER,338,TOTAL
39075,BARACK OBAMA,DEMOCRAT,3141,TOTAL
39075,JOHN MCCAIN,REPUBLICAN,7720,TOTAL
39075,OTHER,OTHER,252,TOTAL
39077,BARACK OBAMA,DEMOCRAT,12076,TOTAL
39077,JOHN MCCAIN,REPUBLICAN,12884,TOTAL
39077,OTHER,OTHER,622,TOTAL
39079,BARACK OBAMA,DEMOCRAT,5397,TOTAL
39079,JOHN MCCAIN,REPUBLICAN,8219,TOTAL
39079,OTHER,OTHER,377,TOTAL
39081,BARACK OBAMA,DEMOCRAT,17635,TOTAL
39081,JOHN MCCAIN,REPUBLICAN,17559,TOTAL
39081,OTHER,OTHER,745,TOTAL
39083,BARACK OBAMA,DEMOCRAT,11014,TOTAL
39083,JOHN MCCAIN,REPUBLICAN,16640,TOTAL
39083,OTHER,OTHER,577,TOTAL
39085,BARACK OBAMA,DEMOCRAT,60155,TOTAL
39085,JOHN MCCAIN,REPUBLICAN,59142,TOTAL
39085,OTHER,OTHER,2038,TOTAL
39087,BARACK OBAMA,DEMOCRAT,11262,TOTAL
39087,JOHN MCCAIN,REPUBLICAN,15415,TOTAL
39087,OTHER,OTHER,517,TOTAL
39089,BARACK OBAMA,DEMOCRAT,33896,TOTAL
39089,JOHN MCCAIN,REPUBLICAN,46886,TOTAL
39089,OTHER,OTHER,1501,TOTAL
39091,BARACK OBAMA,DEMOCRAT,7936,TOTAL
39091,JOHN MCCAIN,REPUBLICAN,13848,TOTAL
39091,OTHER,OTHER,433,TOTAL
39093,BARACK OBAMA,DEMOCRAT,85276,TOTAL
39093,JOHN MCCAIN,REPUBLICAN,59068,TOTAL
39093,OTHER,OTHER,2515,TOTAL
39095,BARACK OBAMA,DEMOCRAT,142852,TOTAL
39095,JOHN MCCAIN,REPUBLICAN,73706,TOTAL
39095,OTHER,OTHER,3272,TOTAL
39097,BARACK OBAMA,DEMOCRAT,6532,TOTAL
39097,JOHN MCCAIN,REPUBLICAN,10603,TOTAL
39097,OTHER,OTHER,316,TOTAL
39099,BARACK OBAMA,DEMOCRAT,79173,TOTAL
39099,JOHN MCCAIN,REPUBLICAN,45319,TOTAL
39099,OTHER,OTHER,2540,TOTAL
39101,BARACK OBAMA,DEMOCRAT,12870,TOTAL
39101,JOHN MCCAIN,REPUBLICAN,15454,TOTAL
39101,OTHER,OTHER,693,TOTAL
39103,BARACK OBAMA,DEMOCRAT,40924,TOTAL
39103,JOHN MCCAIN,REPUBLICAN,48189,TOTAL
39103,OTHER,OTHER,1338,TOTAL
39105,BARACK OBAMA,DEMOCRAT,4094,TOTAL
39105,JOHN MCCAIN,REPUBLICAN,6015,TOTAL
39105,OTHER,OTHER,245,TOTAL
39107,BARACK OBAMA,DEMOCRAT,5853,TOTAL
39107,JOHN MCCAIN,REPUBLICAN,15100,TOTAL
39107,OTHER,OTHER,318,TOTAL
39109,BARACK OBAMA,DEMOCRAT,18372,TOTAL
39109,JOHN MCCAIN,REPUBLICAN,33417,TOTAL
39109,OTHER,OTHER,1018,TOTAL
39111,BARACK OBAMA,DEMOCRAT,3705,TOTAL
39111,JOHN MCCAIN,REPUBLICAN,3066,TOTAL
39111,OTHER,OTHER,211,TOTAL
39113,BARACK OBAMA,DEMOCRAT,145997,TOTAL
39113,JOHN MCCAIN,REPUBLICAN,128679,TOTAL
39113,OTHER,OTHER,3835,TOTAL
39115,BARACK OBAMA,DEMOCRAT,2966,TOTAL
39115,JOHN MCCAIN,REPUBLICAN,3440,TOTAL
39115,OTHER,OTHER,202,TOTAL
39117,BARACK OBAMA,DEMOCRAT,6177,TOTAL
39117,JOHN MCCAIN,REPUBLICAN,10067,TOTAL
39117,OTHER,OTHER,399,TOTAL
39119,BARACK OBAMA,DEMOCRAT,17730,TOTAL
39119,JOHN MCCAIN,REPUBLICAN,20549,TOTAL
39119,OTHER,OTHER,792,TOTAL
39121,BARACK OBAMA,DEMOCRAT,2474,TOTAL
39121,JOHN MCCAIN,REPUBLICAN,3450,TOTAL
39121,OTHER,OTHER,248,TOTAL
39123,BARACK OBAMA,DEMOCRAT,12049,TOTAL
39123,JOHN MCCAIN,REPUBLICAN,10618,TOTAL
39123,OTHER,OTHER,402,TOTAL
39125,BARACK OBAMA,DEMOCRAT,4165,TOTAL
39125,JOHN MCCAIN,REPUBLICAN,5317,TOTAL
39125,OTHER,OTHER,287,TOTAL
39127,BARACK OBAMA,DEMOCRAT,7261,TOTAL
39127,JOHN MCCAIN,REPUBLICAN,7721,TOTAL
39127,OTHER,OTHER,422,TOTAL
39129,BARACK OBAMA,DEMOCRAT,9077,TOTAL
39129,JOHN MCCAIN,REPUBLICAN,14228,TOTAL
39129,OTHER,OTHER,421,TOTAL
39131,BARACK OBAMA,DEMOCRAT,6033,TOTAL
39131,JOHN MCCAIN,REPUBLICAN,6162,TOTAL
39131,OTHER,OTHER,311,TOTAL
39133,BARACK OBAMA,DEMOCRAT,41856,TOTAL
39133,JOHN MCCAIN,REPUBLICAN,34822,TOTAL
39133,OTHER,OTHER,1527,TOTAL
39135,BARACK OBAMA,DEMOCRAT,6999,TOTAL
39135,JOHN MCCAIN,REPUBLICAN,13562,TOTAL
39135,OTHER,OTHER,441,TOTAL
39137,BARACK OBAMA,DEMOCRAT,5281,TOTAL
39137,JOHN MCCAIN,REPUBLICAN,13072,TOTAL
39137,OTHER,OTHER,327,TOTAL
39139,BARACK OBAMA,DEMOCRAT,25727,TOTAL
39139,JOHN MCCAIN,REPUBLICAN,34034,TOTAL
39139,OTHER,OTHER,1361,TOTAL
39141,BARACK OBAMA,DEMOCRAT,14455,TOTAL
39141,JOHN MCCAIN,REPUBLICAN,16759,TOTAL
39141,OTHER,OTHER,626,TOTAL
39143,BARACK OBAMA,DEMOCRAT,15601,TOTAL
39143,JOHN MCCAIN,REPUBLICAN,14190,TOTAL
39143,OTHER,OTHER,582,TOTAL
39145,BARACK OBAMA,DEMOCRAT,14926,TOTAL
39145,JOHN MCCAIN,REPUBLICAN,16994,TOTAL
39145,OTHER,OTHER,651,TOTAL
39147,BARACK OBAMA,DEMOCRAT,13087,TOTAL
39147,JOHN MCCAIN,REPUBLICAN,13823,TOTAL
39147,OTHER,OTHER,539,TOTAL
39149,BARACK OBAMA,DEMOCRAT,7317,TOTAL
39149,JOHN MCCAIN,REPUBLICAN,15924,TOTAL
39149,OTHER,OTHER,427,TOTAL
39151,BARACK OBAMA,DEMOCRAT,96990,TOTAL
39151,JOHN MCCAIN,REPUBLICAN,86743,TOTAL
39151,OTHER,OTHER,3812,TOTAL
39153,BARACK OBAMA,DEMOCRAT,155105,TOTAL
39153,JOHN MCCAIN,REPUBLICAN,110499,TOTAL
39153,OTHER,OTHER,3455,TOTAL
39155,BARACK OBAMA,DEMOCRAT,64145,TOTAL
39155,JOHN MCCAIN,REPUBLICAN,40164,TOTAL
39155,OTHER,OTHER,2579,TOTAL
39157,BARACK OBAMA,DEMOCRAT,21498,TOTAL
39157,JOHN MCCAIN,REPUBLICAN,20454,TOTAL
39157,OTHER,OTHER,998,TOTAL
39159,BARACK OBAMA,DEMOCRAT,8761,TOTAL
39159,JOHN MCCAIN,REPUBLICAN,15744,TOTAL
39159,OTHER,OTHER,423,TOTAL
39161,BARACK OBAMA,DEMOCRAT,5178,TOTAL
39161,JOHN MCCAIN,REPUBLICAN,9168,TOTAL
39161,OTHER,OTHER,306,TOTAL
39163,BARACK OBAMA,DEMOCRAT,2463,TOTAL
39163,JOHN MCCAIN,REPUBLICAN,3021,TOTAL
39163,OTHER,OTHER,162,TOTAL
39165,BARACK OBAMA,DEMOCRAT,33398,TOTAL
39165,JOHN MCCAIN,REPUBLICAN,71691,TOTAL
39165,OTHER,OTHER,1127,TOTAL
39167,BARACK OBAMA,DEMOCRAT,12368,TOTAL
39167,JOHN MCCAIN,REPUBLICAN,17019,TOTAL
39167,OTHER,OTHER,545,TOTAL
39169,BARACK OBAMA,DEMOCRAT,21712,TOTAL
39169,JOHN MCCAIN,REPUBLICAN,29342,TOTAL
39169,OTHER,OTHER,1088,TOTAL
39171,BARACK OBAMA,DEMOCRAT,8174,TOTAL
39171,JOHN MCCAIN,REPUBLICAN,9880,TOTAL
39171,OTHER,OTHER,343,TOTAL
39173,BARACK OBAMA,DEMOCRAT,34285,TOTAL
39173,JOHN MCCAIN,REPUBLICAN,29648,TOTAL
39173,OTHER,OTHER,1090,TOTAL
39175,BARACK OBAMA,DEMOCRAT,4461,TOTAL
39175,JOHN MCCAIN,REPUBLICAN,6270,TOTAL
39175,OTHER,OTHER,246,TOTAL
40001,BARACK OBAMA,DEMOCRAT,2052,TOTAL
40001,JOHN MCCAIN,REPUBLICAN,4638,TOTAL
40001,OTHER,OTHER,0,TOTAL
40003,BARACK OBAMA,DEMOCRAT,411,TOTAL
40003,JOHN MCCAIN,REPUBLICAN,2023,TOTAL
40003,OTHER,OTHER,0,TOTAL
40005,BARACK OBAMA,DEMOCRAT,1370,TOTAL
40005,JOHN MCCAIN,REPUBLICAN,3511,TOTAL
40005,OTHER,OTHER,0,TOTAL
40007,BARACK OBAMA,DEMOCRAT,265,TOTAL
40007,JOHN MCCAIN,REPUBLICAN,2199,TOTAL
40007,OTHER,OTHER,0,TOTAL
40009,BARACK OBAMA,DEMOCRAT,1625,TOTAL
40009,JOHN MCCAIN,REPUBLICAN,5772,TOTAL
40009,OTHER,OTHER,0,TOTAL
40011,BARACK OBAMA,DEMOCRAT,1011,TOTAL
40011,JOHN MCCAIN,REPUBLICAN,3101,TOTAL
40011,OTHER,OTHER,0,TOTAL
40013,BARACK OBAMA,DEMOCRAT,4426,TOTAL
40013,JOHN MCCAIN,REPUBLICAN,9307,TOTAL
40013,OTHER,OTHER,0,TOTAL
40015,BARACK OBAMA,DEMOCRAT,3404,TOTAL
40015,JOHN MCCAIN,REPUBLICAN,6413,TOTAL
40015,OTHER,OTHER,0,TOTAL
40017,BARACK OBAMA,DEMOCRAT,11426,TOTAL
40017,JOHN MCCAIN,REPUBLICAN,36428,TOTAL
40017,OTHER,OTHER,0,TOTAL
40019,BARACK OBAMA,DEMOCRAT,5603,TOTAL
40019,JOHN MCCAIN,REPUBLICAN,13241,TOTAL
40019,OTHER,OTHER,0,TOTAL
40021,BARACK OBAMA,DEMOCRAT,7194,TOTAL
40021,JOHN MCCAIN,REPUBLICAN,9186,TOTAL
40021,OTHER,OTHER,0,TOTAL
40023,BARACK OBAMA,DEMOCRAT,1860,TOTAL
40023,JOHN MCCAIN,REPUBLICAN,3730,TOTAL
40023,OTHER,OTHER,0,TOTAL
40025,BARACK OBAMA,DEMOCRAT,152,TOTAL
40025,JOHN MCCAIN,REPUBLICAN,1119,TOTAL
40025,OTHER,OTHER,0,TOTAL
40027,BARACK OBAMA,DEMOCRAT,39681,TOTAL
40027,JOHN MCCAIN,REPUBLICAN,64749,TOTAL
40027,OTHER,OTHER,0,TOTAL
40029,BARACK OBAMA,DEMOCRAT,600,TOTAL
40029,JOHN MCCAIN,REPUBLICAN,1672,TOTAL
40029,OTHER,OTHER,0,TOTAL
40031,BARACK OBAMA,DEMOCRAT,14120,TOTAL
40031,JOHN MCCAIN,REPUBLICAN,20127,TOTAL
40031,OTHER,OTHER,0,TOTAL
40033,BARACK OBAMA,DEMOCRAT,690,TOTAL
40033,JOHN MCCAIN,REPUBLICAN,1793,TOTAL
40033,OTHER,OTHER,0,TOTAL
40035,BARACK OBAMA,DEMOCRAT,2073,TOTAL
40035,JOHN MCCAIN,REPUBLICAN,3858,TOTAL
40035,OTHER,OTHER,0,TOTAL
40037,BARACK OBAMA,DEMOCRAT,8318,TOTAL
40037,JOHN MCCAIN,REPUBLICAN,20187,TOTAL
40037,OTHER,OTHER,0,TOTAL
40039,BARACK OBAMA,DEMOCRAT,2660,TOTAL
40039,JOHN MCCAIN,REPUBLICAN,7842,TOTAL
40039,OTHER,OTHER,0,TOTAL
40041,BARACK OBAMA,DEMOCRAT,5085,TOTAL
40041,JOHN MCCAIN,REPUBLICAN,10277,TOTAL
40041,OTHER,OTHER,0,TOTAL
40043,BARACK OBAMA,DEMOCRAT,346,TOTAL
40043,JOHN MCCAIN,REPUBLICAN,1857,TOTAL
40043,OTHER,OTHER,0,TOTAL
40045,BARACK OBAMA,DEMOCRAT,282,TOTAL
40045,JOHN MCCAIN,REPUBLICAN,1627,TOTAL
40045,OTHER,OTHER,0,TOTAL
40047,BARACK OBAMA,DEMOCRAT,5545,TOTAL
40047,JOHN MCCAIN,REPUBLICAN,17067,TOTAL
40047,OTHER,OTHER,0,TOTAL
40049,BARACK OBAMA,DEMOCRAT,3028,TOTAL
40049,JOHN MCCAIN,REPUBLICAN,7710,TOTAL
40049,OTHER,OTHER,0,TOTAL
40051,BARACK OBAMA,DEMOCRAT,5520,TOTAL
40051,JOHN MCCAIN,REPUBLICAN,15195,TOTAL
40051,OTHER,OTHER,0,TOTAL
40053,BARACK OBAMA,DEMOCRAT,514,TOTAL
40053,JOHN MCCAIN,REPUBLICAN,1836,TOTAL
40053,OTHER,OTHER,0,TOTAL
40055,BARACK OBAMA,DEMOCRAT,566,TOTAL
40055,JOHN MCCAIN,REPUBLICAN,1548,TOTAL
40055,OTHER,OTHER,0,TOTAL
40057,BARACK OBAMA,DEMOCRAT,333,TOTAL
40057,JOHN MCCAIN,REPUBLICAN,757,TOTAL
40057,OTHER,OTHER,0,TOTAL
40059,BARACK OBAMA,DEMOCRAT,221,TOTAL
40059,JOHN MCCAIN,REPUBLICAN,1342,TOTAL
40059,OTHER,OTHER,0,TOTAL
40061,BARACK OBAMA,DEMOCRAT,1474,TOTAL
40061,JOHN MCCAIN,REPUBLICAN,3207,TOTAL
40061,OTHER,OTHER,0,TOTAL
40063,BARACK OBAMA,DEMOCRAT,1709,TOTAL
40063,JOHN MCCAIN,REPUBLICAN,3134,TOTAL
40063,OTHER,OTHER,0,TOTAL
40065,BARACK OBAMA,DEMOCRAT,2264,TOTAL
40065,JOHN MCCAIN,REPUBLICAN,6719,TOTAL
40065,OTHER,OTHER,0,TOTAL
40067,BARACK OBAMA,DEMOCRAT,805,TOTAL
40067,JOHN MCCAIN,REPUBLICAN,1652,TOTAL
40067,OTHER,OTHER,0,TOTAL
40069,BARACK OBAMA,DEMOCRAT,1249,TOTAL
40069,JOHN MCCAIN,REPUBLICAN,2708,TOTAL
40069,OTHER,OTHER,0,TOTAL
40071,BARACK OBAMA,DEMOCRAT,5463,TOTAL
40071,JOHN MCCAIN,REPUBLICAN,13230,TOTAL
40071,OTHER,OTHER,0,TOTAL
40073,BARACK OBAMA,DEMOCRAT,1009,TOTAL
40073,JOHN MCCAIN,REPUBLICAN,5372,TOTAL
40073,OTHER,OTHER,0,TOTAL
40075,BARACK OBAMA,DEMOCRAT,1226,TOTAL
40075,JOHN MCCAIN,REPUBLICAN,2537,TOTAL
40075,OTHER,OTHER,0,TOTAL
40077,BARACK OBAMA,DEMOCRAT,1313,TOTAL
40077,JOHN MCCAIN,REPUBLICAN,2860,TOTAL
40077,OTHER,OTHER,0,TOTAL
40079,BARACK OBAMA,DEMOCRAT,5136,TOTAL
40079,JOHN MCCAIN,REPUBLICAN,11605,TOTAL
40079,OTHER,OTHER,0,TOTAL
40081,BARACK OBAMA,DEMOCRAT,3504,TOTAL
40081,JOHN MCCAIN,REPUBLICAN,10470,TOTAL
40081,OTHER,OTHER,0,TOTAL
40083,BARACK OBAMA,DEMOCRAT,5717,TOTAL
40083,JOHN MCCAIN,REPUBLICAN,12556,TOTAL
40083,OTHER,OTHER,0,TOTAL
40085,BARACK OBAMA,DEMOCRAT,1257,TOTAL
40085,JOHN MCCAIN,REPUBLICAN,2589,TOTAL
40085,OTHER,OTHER,0,TOTAL
40087,BARACK OBAMA,DEMOCRAT,3551,TOTAL
40087,JOHN MCCAIN,REPUBLICAN,11193,TOTAL
40087,OTHER,OTHER,0,TOTAL
40089,BARACK OBAMA,DEMOCRAT,2794,TOTAL
40089,JOHN MCCAIN,REPUBLICAN,7745,TOTAL
40089,OTHER,OTHER,0,TOTAL
40091,BARACK OBAMA,DEMOCRAT,3320,TOTAL
40091,JOHN MCCAIN,REPUBLICAN,4903,TOTAL
40091,OTHER,OTHER,0,TOTAL
40093,BARACK OBAMA,DEMOCRAT,515,TOTAL
40093,JOHN MCCAIN,REPUBLICAN,2956,TOTAL
40093,OTHER,OTHER,0,TOTAL
40095,BARACK OBAMA,DEMOCRAT,1643,TOTAL
40095,JOHN MCCAIN,REPUBLICAN,3730,TOTAL
40095,OTHER,OTHER,0,TOTAL
40097,BARACK OBAMA,DEMOCRAT,5749,TOTAL
40097,JOHN MCCAIN,REPUBLICAN,10234,TOTAL
40097,OTHER,OTHER,0,TOTAL
40099,BARACK OBAMA,DEMOCRAT,1592,TOTAL
40099,JOHN MCCAIN,REPUBLICAN,3746,TOTAL
40099,OTHER,OTHER,0,TOTAL
40101,BARACK OBAMA,DEMOCRAT,11294,TOTAL
40101,JOHN MCCAIN,REPUBLICAN,15289,TOTAL
40101,OTHER,OTHER,0,TOTAL
40103,BARACK OBAMA,DEMOCRAT,1174,TOTAL
40103,JOHN MCCAIN,REPUBLICAN,3881,TOTAL
40103,OTHER,OTHER,0,TOTAL
40105,BARACK OBAMA,DEMOCRAT,1411,TOTAL
40105,JOHN MCCAIN,REPUBLICAN,3031,TOTAL
40105,OTHER,OTHER,0,TOTAL
40107,BARACK OBAMA,DEMOCRAT,1480,TOTAL
40107,JOHN MCCAIN,REPUBLICAN,2643,TOTAL
40107,OTHER,OTHER,0,TOTAL
40109,BARACK OBAMA,DEMOCRAT,116182,TOTAL
40109,JOHN MCCAIN,REPUBLICAN,163172,TOTAL
40109,OTHER,OTHER,0,TOTAL
40111,BARACK OBAMA,DEMOCRAT,6191,TOTAL
