fips,party,data
33015,DEMOCRAT,100064
33015,LIBERTARIAN,2876
33015,REPUBLICAN,95858
33017,DEMOCRAT,41721
33017,LIBERTARIAN,1386
33017,REPUBLICAN,30489
33019,DEMOCRAT,12390
33019,LIBERTARIAN,482
33019,REPUBLICAN,11508
34001,DEMOCRAT,73808
34001,GREEN,367
34001,LIBERTARIAN,958
34001,OTHER,460
34001,REPUBLICAN,64438
34003,DEMOCRAT,285967
34003,GREEN,1375
34003,LIBERTARIAN,2852
34003,OTHER,1238
34003,REPUBLICAN,204417
34005,DEMOCRAT,154595
34005,GREEN,605
34005,LIBERTARIAN,2206
34005,OTHER,746
34005,REPUBLICAN,103345
34007,DEMOCRAT,175065
34007,GREEN,781
34007,LIBERTARIAN,1884
34007,OTHER,679
34007,REPUBLICAN,86207
34009,DEMOCRAT,23941
34009,GREEN,140
34009,LIBERTARIAN,311
34009,OTHER,164
34009,REPUBLICAN,33158
34011,DEMOCRAT,32742
34011,GREEN,139
34011,LIBERTARIAN,397
34011,OTHER,178
34011,REPUBLICAN,28952
34013,DEMOCRAT,266820
34013,GREEN,978
34013,LIBERTARIAN,1296
34013,OTHER,742
34013,REPUBLICAN,75475
34015,DEMOCRAT,86702
34015,GREEN,446
34015,LIBERTARIAN,1616
34015,OTHER,550
34015,REPUBLICAN,83340
34017,DEMOCRAT,181452
34017,GREEN,782
34017,LIBERTARIAN,1252
34017,OTHER,666
34017,REPUBLICAN,65698
34019,DEMOCRAT,39457
34019,GREEN,410
34019,LIBERTARIAN,985
34019,OTHER,237
34019,REPUBLICAN,43153
34021,DEMOCRAT,122532
34021,GREEN,564
34021,LIBERTARIAN,1427
34021,OTHER,440
34021,REPUBLICAN,51641
34023,DEMOCRAT,226250
34023,GREEN,1221
34023,LIBERTARIAN,2554
34023,OTHER,870
34023,REPUBLICAN,143467
34025,DEMOCRAT,181291
34025,GREEN,1414
34025,LIBERTARIAN,2708
34025,OTHER,930
34025,REPUBLICAN,191808
34027,DEMOCRAT,153881
34027,GREEN,1005
34027,LIBERTARIAN,2436
34027,OTHER,866
34027,REPUBLICAN,141134
34029,DEMOCRAT,119456
34029,GREEN,1050
34029,LIBERTARIAN,2469
34029,OTHER,801
34029,REPUBLICAN,217740
34031,DEMOCRAT,129097
34031,GREEN,805
34031,LIBERTARIAN,1103
34031,OTHER,693
34031,REPUBLICAN,92009
34033,DEMOCRAT,14479
34033,GREEN,93
34033,LIBERTARIAN,406
34033,OTHER,117
34033,REPUBLICAN,18827
34035,DEMOCRAT,111173
34035,GREEN,620
34035,LIBERTARIAN,1641
34035,OTHER,429
34035,REPUBLICAN,71996
34037,DEMOCRAT,34481
34037,GREEN,352
34037,LIBERTARIAN,1094
34037,OTHER,335
34037,REPUBLICAN,51698
34039,DEMOCRAT,170245
34039,GREEN,792
34039,LIBERTARIAN,1427
34039,OTHER,525
34039,REPUBLICAN,80002
34041,DEMOCRAT,24901
34041,GREEN,263
34041,LIBERTARIAN,655
34041,OTHER,199
34041,REPUBLICAN,34769
35001,DEMOCRAT,193757
35001,GREEN,1614
35001,LIBERTARIAN,4829
35001,OTHER,1255
35001,REPUBLICAN,116135
35003,DEMOCRAT,595
35003,GREEN,7
35003,LIBERTARIAN,17
35003,OTHER,9
35003,REPUBLICAN,1698
35005,DEMOCRAT,6381
35005,GREEN,70
35005,LIBERTARIAN,268
35005,OTHER,68
35005,REPUBLICAN,15656
35006,DEMOCRAT,4745
35006,GREEN,49
35006,LIBERTARIAN,99
35006,OTHER,35
35006,REPUBLICAN,3975
35007,DEMOCRAT,2611
35007,GREEN,25
35007,LIBERTARIAN,87
35007,OTHER,22
35007,REPUBLICAN,3271
35009,DEMOCRAT,4307
35009,GREEN,53
35009,LIBERTARIAN,245
35009,OTHER,52
35009,REPUBLICAN,10444
35011,DEMOCRAT,231
35011,GREEN,1
35011,LIBERTARIAN,11
35011,OTHER,2
35011,REPUBLICAN,656
35013,DEMOCRAT,47957
35013,GREEN,415
35013,LIBERTARIAN,1129
35013,OTHER,338
35013,REPUBLICAN,32802
35015,DEMOCRAT,5424
35015,GREEN,44
35015,LIBERTARIAN,239
35015,OTHER,61
35015,REPUBLICAN,17454
35017,DEMOCRAT,7590
35017,GREEN,98
35017,LIBERTARIAN,159
35017,OTHER,35
35017,REPUBLICAN,6553
35019,DEMOCRAT,1234
35019,GREEN,8
35019,LIBERTARIAN,21
35019,OTHER,9
35019,REPUBLICAN,917
35021,DEMOCRAT,179
35021,GREEN,0
35021,LIBERTARIAN,3
35021,OTHER,4
35021,REPUBLICAN,319
35023,DEMOCRAT,823
35023,GREEN,6
35023,LIBERTARIAN,13
35023,OTHER,12
35023,REPUBLICAN,1120
35025,DEMOCRAT,4061
35025,GREEN,50
35025,LIBERTARIAN,214
35025,OTHER,62
35025,REPUBLICAN,16531
35027,DEMOCRAT,3194
35027,GREEN,33
35027,LIBERTARIAN,113
35027,OTHER,24
35027,REPUBLICAN,6942
35028,DEMOCRAT,7554
35028,GREEN,53
35028,LIBERTARIAN,360
35028,OTHER,48
35028,REPUBLICAN,4278
35029,DEMOCRAT,3563
35029,GREEN,38
35029,LIBERTARIAN,73
35029,OTHER,21
35029,REPUBLICAN,4408
35031,DEMOCRAT,18029
35031,GREEN,202
35031,LIBERTARIAN,266
35031,OTHER,188
35031,REPUBLICAN,7801
35033,DEMOCRAT,1745
35033,GREEN,13
35033,LIBERTARIAN,14
35033,OTHER,11
35033,REPUBLICAN,903
35035,DEMOCRAT,8485
35035,GREEN,108
35035,LIBERTARIAN,387
35035,OTHER,70
35035,REPUBLICAN,14521
35037,DEMOCRAT,1170
35037,GREEN,17
35037,LIBERTARIAN,41
35037,OTHER,11
35037,REPUBLICAN,2634
35039,DEMOCRAT,10990
35039,GREEN,59
35039,LIBERTARIAN,119
35039,OTHER,52
35039,REPUBLICAN,5408
35041,DEMOCRAT,1802
35041,GREEN,15
35041,LIBERTARIAN,138
35041,OTHER,19
35041,REPUBLICAN,4634
35043,DEMOCRAT,40588
35043,GREEN,350
35043,LIBERTARIAN,1187
35043,OTHER,263
35043,REPUBLICAN,34174
35045,DEMOCRAT,18083
35045,GREEN,251
35045,LIBERTARIAN,827
35045,OTHER,259
35045,REPUBLICAN,32874
35047,DEMOCRAT,7888
35047,GREEN,57
35047,LIBERTARIAN,115
35047,OTHER,50
35047,REPUBLICAN,3421
35049,DEMOCRAT,62530
35049,GREEN,403
35049,LIBERTARIAN,758
35049,OTHER,207
35049,REPUBLICAN,18329
35051,DEMOCRAT,2265
35051,GREEN,36
35051,LIBERTARIAN,66
35051,OTHER,36
35051,REPUBLICAN,3542
35053,DEMOCRAT,3722
35053,GREEN,39
35053,LIBERTARIAN,113
35053,OTHER,31
35053,REPUBLICAN,3255
35055,DEMOCRAT,13121
35055,GREEN,146
35055,LIBERTARIAN,152
35055,OTHER,47
35055,REPUBLICAN,3715
35057,DEMOCRAT,2344
35057,GREEN,29
35057,LIBERTARIAN,105
35057,OTHER,31
35057,REPUBLICAN,4772
35059,DEMOCRAT,383
35059,GREEN,2
35059,LIBERTARIAN,11
35059,OTHER,5
35059,REPUBLICAN,1388
35061,DEMOCRAT,14263
35061,GREEN,135
35061,LIBERTARIAN,406
35061,OTHER,109
35061,REPUBLICAN,17364
36001,DEMOCRAT,99474
36001,GREEN,779
36001,LIBERTARIAN,1523
36001,OTHER,1870
36001,REPUBLICAN,51081
36003,DEMOCRAT,6048
36003,GREEN,88
36003,LIBERTARIAN,338
36003,OTHER,286
36003,REPUBLICAN,14135
36005,DEMOCRAT,355374
36005,GREEN,1420
36005,LIBERTARIAN,775
36005,OTHER,7090
36005,REPUBLICAN,67740
36007,DEMOCRAT,47010
36007,GREEN,432
36007,LIBERTARIAN,1104
36007,OTHER,1148
36007,REPUBLICAN,43800
36009,DEMOCRAT,11879
36009,GREEN,113
36009,LIBERTARIAN,450
36009,OTHER,421
36009,REPUBLICAN,22155
36011,DEMOCRAT,16149
36011,GREEN,185
36011,LIBERTARIAN,399
36011,OTHER,515
36011,REPUBLICAN,19512
36013,DEMOCRAT,23087
36013,GREEN,203
36013,LIBERTARIAN,756
36013,OTHER,871
36013,REPUBLICAN,34853
36015,DEMOCRAT,16636
36015,GREEN,117
36015,LIBERTARIAN,560
36015,OTHER,476
36015,REPUBLICAN,21922
36017,DEMOCRAT,8290
36017,GREEN,107
36017,LIBERTARIAN,316
36017,OTHER,222
36017,REPUBLICAN,13482
36019,DEMOCRAT,18364
36019,GREEN,121
36019,LIBERTARIAN,279
36019,OTHER,359
36019,REPUBLICAN,16514
36021,DEMOCRAT,20386
36021,GREEN,185
36021,LIBERTARIAN,357
36021,OTHER,389
36021,REPUBLICAN,14464
36023,DEMOCRAT,10369
36023,GREEN,113
36023,LIBERTARIAN,295
36023,OTHER,326
36023,REPUBLICAN,10789
36025,DEMOCRAT,9143
36025,GREEN,81
36025,LIBERTARIAN,268
36025,OTHER,195
36025,REPUBLICAN,13387
36027,DEMOCRAT,81443
36027,GREEN,578
36027,LIBERTARIAN,1247
36027,OTHER,1749
36027,REPUBLICAN,66872
36029,DEMOCRAT,267174
36029,GREEN,1986
36029,LIBERTARIAN,4439
36029,OTHER,5661
36029,REPUBLICAN,197527
36031,DEMOCRAT,9947
36031,GREEN,73
36031,LIBERTARIAN,173
36031,OTHER,301
36031,REPUBLICAN,8976
36033,DEMOCRAT,9253
36033,GREEN,77
36033,LIBERTARIAN,173
36033,OTHER,249
36033,REPUBLICAN,9668
36035,DEMOCRAT,7931
36035,GREEN,73
36035,LIBERTARIAN,248
36035,OTHER,442
36035,REPUBLICAN,15378
36037,DEMOCRAT,9625
36037,GREEN,109
36037,LIBERTARIAN,456
36037,OTHER,365
36037,REPUBLICAN,18876
36039,DEMOCRAT,10346
36039,GREEN,121
36039,LIBERTARIAN,305
36039,OTHER,277
36039,REPUBLICAN,14271
36041,DEMOCRAT,1178
36041,GREEN,7
36041,LIBERTARIAN,41
36041,OTHER,38
36041,REPUBLICAN,2225
36043,DEMOCRAT,9937
36043,GREEN,98
36043,LIBERTARIAN,298
36043,OTHER,357
36043,REPUBLICAN,18870
36045,DEMOCRAT,17307
36045,GREEN,186
36045,LIBERTARIAN,537
36045,OTHER,470
36045,REPUBLICAN,25629
36047,DEMOCRAT,703310
36047,GREEN,3978
36047,LIBERTARIAN,2504
36047,OTHER,7816
36047,REPUBLICAN,202772
36049,DEMOCRAT,3824
36049,GREEN,46
36049,LIBERTARIAN,126
36049,OTHER,146
36049,REPUBLICAN,8894
36051,DEMOCRAT,12477
36051,GREEN,128
36051,LIBERTARIAN,460
36051,OTHER,409
36051,REPUBLICAN,18182
36053,DEMOCRAT,14807
36053,GREEN,185
36053,LIBERTARIAN,476
36053,OTHER,390
36053,REPUBLICAN,18408
36055,DEMOCRAT,225746
36055,GREEN,1529
36055,LIBERTARIAN,4865
36055,OTHER,5698
36055,REPUBLICAN,145661
36057,DEMOCRAT,7977
36057,GREEN,87
36057,LIBERTARIAN,242
36057,OTHER,195
36057,REPUBLICAN,12745
36059,DEMOCRAT,396504
36059,GREEN,1924
36059,LIBERTARIAN,3594
36059,OTHER,9631
36059,REPUBLICAN,326716
36061,DEMOCRAT,603040
36061,GREEN,2694
36061,LIBERTARIAN,3329
36061,OTHER,7157
36061,REPUBLICAN,85185
36063,DEMOCRAT,46029
36063,GREEN,371
36063,LIBERTARIAN,1133
36063,OTHER,1265
36063,REPUBLICAN,56068
36065,DEMOCRAT,41567
36065,GREEN,388
36065,LIBERTARIAN,1184
36065,OTHER,1377
36065,REPUBLICAN,57180
36067,DEMOCRAT,138894
36067,GREEN,1820
36067,LIBERTARIAN,2554
36067,OTHER,1799
36067,REPUBLICAN,90619
36069,DEMOCRAT,29025
36069,GREEN,277
36069,LIBERTARIAN,987
36069,OTHER,757
36069,REPUBLICAN,29039
36071,DEMOCRAT,84684
36071,GREEN,524
36071,LIBERTARIAN,1388
36071,OTHER,1713
36071,REPUBLICAN,84996
36073,DEMOCRAT,5587
36073,GREEN,50
36073,LIBERTARIAN,313
36073,OTHER,238
36073,REPUBLICAN,12126
36075,DEMOCRAT,21143
36075,GREEN,284
36075,LIBERTARIAN,697
36075,OTHER,590
36075,REPUBLICAN,32138
36077,DEMOCRAT,12975
36077,GREEN,136
36077,LIBERTARIAN,409
36077,OTHER,321
36077,REPUBLICAN,14382
36079,DEMOCRAT,24953
36079,GREEN,162
36079,LIBERTARIAN,411
36079,OTHER,509
36079,REPUBLICAN,29283
36081,DEMOCRAT,569038
36081,GREEN,2969
36081,LIBERTARIAN,2483
36081,OTHER,7343
36081,REPUBLICAN,212665
36083,DEMOCRAT,40969
36083,GREEN,374
36083,LIBERTARIAN,1016
36083,OTHER,1103
36083,REPUBLICAN,36500
36085,DEMOCRAT,90997
36085,GREEN,662
36085,LIBERTARIAN,909
36085,OTHER,2011
36085,REPUBLICAN,123320
36087,DEMOCRAT,75802
36087,GREEN,323
36087,LIBERTARIAN,650
36087,OTHER,1420
36087,REPUBLICAN,73186
36089,DEMOCRAT,19361
36089,GREEN,201
36089,LIBERTARIAN,437
36089,OTHER,660
36089,REPUBLICAN,24608
36091,DEMOCRAT,68471
36091,GREEN,511
36091,LIBERTARIAN,1737
36091,OTHER,1532
36091,REPUBLICAN,61305
36093,DEMOCRAT,42465
36093,GREEN,352
36093,LIBERTARIAN,923
36093,OTHER,900
36093,REPUBLICAN,30741
36095,DEMOCRAT,5345
36095,GREEN,75
36095,LIBERTARIAN,282
36095,OTHER,205
36095,REPUBLICAN,9903
36097,DEMOCRAT,3903
36097,GREEN,51
36097,LIBERTARIAN,130
36097,OTHER,94
36097,REPUBLICAN,5621
36099,DEMOCRAT,6914
36099,GREEN,73
36099,LIBERTARIAN,193
36099,OTHER,209
36099,REPUBLICAN,8329
36101,DEMOCRAT,15790
36101,GREEN,164
36101,LIBERTARIAN,570
36101,OTHER,518
36101,REPUBLICAN,29474
36103,DEMOCRAT,368000
36103,GREEN,2066
36103,LIBERTARIAN,4458
36103,OTHER,7532
36103,REPUBLICAN,375821
36105,DEMOCRAT,15489
36105,GREEN,123
36105,LIBERTARIAN,247
36105,OTHER,608
36105,REPUBLICAN,18665
36107,DEMOCRAT,9634
36107,GREEN,92
36107,LIBERTARIAN,416
36107,OTHER,237
36107,REPUBLICAN,14791
36109,DEMOCRAT,33619
36109,GREEN,365
36109,LIBERTARIAN,474
36109,OTHER,494
36109,REPUBLICAN,11096
36111,DEMOCRAT,57970
36111,GREEN,618
36111,LIBERTARIAN,879
36111,OTHER,1103
36111,REPUBLICAN,37590
36113,DEMOCRAT,17642
36113,GREEN,204
36113,LIBERTARIAN,424
36113,OTHER,425
36113,REPUBLICAN,17699
36115,DEMOCRAT,11565
36115,GREEN,128
36115,LIBERTARIAN,340
36115,OTHER,282
36115,REPUBLICAN,15941
36117,DEMOCRAT,17456
36117,GREEN,184
36117,LIBERTARIAN,656
36117,OTHER,531
36117,REPUBLICAN,26204
36119,DEMOCRAT,312371
36119,GREEN,1280
36119,LIBERTARIAN,2569
36119,OTHER,1332
36119,REPUBLICAN,144713
36121,DEMOCRAT,5073
36121,GREEN,63
36121,LIBERTARIAN,267
36121,OTHER,182
36121,REPUBLICAN,13898
36123,DEMOCRAT,4219
36123,GREEN,40
36123,LIBERTARIAN,165
36123,OTHER,156
36123,REPUBLICAN,6208
38001,DEMOCRAT,258
38001,LIBERTARIAN,30
38001,OTHER,0
38001,REPUBLICAN,981
38003,DEMOCRAT,1820
38003,LIBERTARIAN,161
38003,OTHER,16
38003,REPUBLICAN,3568
38005,DEMOCRAT,822
38005,LIBERTARIAN,39
38005,OTHER,6
38005,REPUBLICAN,1094
38007,DEMOCRAT,72
38007,LIBERTARIAN,21
38007,OTHER,1
38007,REPUBLICAN,541
38009,DEMOCRAT,821
38009,LIBERTARIAN,65
38009,OTHER,10
38009,REPUBLICAN,2575
38011,DEMOCRAT,228
38011,LIBERTARIAN,30
38011,OTHER,4
38011,REPUBLICAN,1395
38013,DEMOCRAT,137
38013,LIBERTARIAN,20
38013,OTHER,4
38013,REPUBLICAN,994
38015,DEMOCRAT,14348
38015,LIBERTARIAN,1368
38015,OTHER,293
38015,REPUBLICAN,34744
38017,DEMOCRAT,40311
38017,LIBERTARIAN,2495
38017,OTHER,628
38017,REPUBLICAN,42619
38019,DEMOCRAT,474
38019,LIBERTARIAN,40
38019,OTHER,7
38019,REPUBLICAN,1499
38021,DEMOCRAT,608
38021,LIBERTARIAN,63
38021,OTHER,11
38021,REPUBLICAN,1742
38023,DEMOCRAT,265
38023,LIBERTARIAN,30
38023,OTHER,3
38023,REPUBLICAN,904
38025,DEMOCRAT,342
38025,LIBERTARIAN,39
38025,OTHER,6
38025,REPUBLICAN,1951
38027,DEMOCRAT,383
38027,LIBERTARIAN,22
38027,OTHER,2
38027,REPUBLICAN,854
38029,DEMOCRAT,237
38029,LIBERTARIAN,27
38029,OTHER,7
38029,REPUBLICAN,1738
38031,DEMOCRAT,373
38031,LIBERTARIAN,33
38031,OTHER,10
38031,REPUBLICAN,1362
38033,DEMOCRAT,137
38033,LIBERTARIAN,16
38033,OTHER,2
38033,REPUBLICAN,871
38035,DEMOCRAT,12880
38035,LIBERTARIAN,874
38035,OTHER,229
38035,REPUBLICAN,16987
38037,DEMOCRAT,207
38037,LIBERTARIAN,28
38037,OTHER,1
38037,REPUBLICAN,1145
38039,DEMOCRAT,308
38039,LIBERTARIAN,34
38039,OTHER,1
38039,REPUBLICAN,907
38041,DEMOCRAT,196
38041,LIBERTARIAN,23
38041,OTHER,2
38041,REPUBLICAN,1091
38043,DEMOCRAT,221
38043,LIBERTARIAN,22
38043,OTHER,2
38043,REPUBLICAN,1215
38045,DEMOCRAT,527
38045,LIBERTARIAN,44
38045,OTHER,3
38045,REPUBLICAN,1645
38047,DEMOCRAT,128
38047,LIBERTARIAN,14
38047,OTHER,4
38047,REPUBLICAN,930
38049,DEMOCRAT,564
38049,LIBERTARIAN,68
38049,OTHER,7
38049,REPUBLICAN,2364
38051,DEMOCRAT,261
38051,LIBERTARIAN,30
38051,OTHER,11
38051,REPUBLICAN,1153
38053,DEMOCRAT,814
38053,LIBERTARIAN,110
38053,OTHER,13
38053,REPUBLICAN,4482
38055,DEMOCRAT,1230
38055,LIBERTARIAN,96
38055,OTHER,12
38055,REPUBLICAN,4198
38057,DEMOCRAT,704
38057,LIBERTARIAN,102
38057,OTHER,13
38057,REPUBLICAN,3856
38059,DEMOCRAT,3872
38059,LIBERTARIAN,432
38059,OTHER,72
38059,REPUBLICAN,12243
38061,DEMOCRAT,1256
38061,LIBERTARIAN,75
38061,OTHER,10
38061,REPUBLICAN,2824
38063,DEMOCRAT,586
38063,LIBERTARIAN,43
38063,OTHER,7
38063,REPUBLICAN,1141
38065,DEMOCRAT,129
38065,LIBERTARIAN,18
38065,OTHER,1
38065,REPUBLICAN,918
38067,DEMOCRAT,786
38067,LIBERTARIAN,66
38067,OTHER,19
38067,REPUBLICAN,2460
38069,DEMOCRAT,497
38069,LIBERTARIAN,38
38069,OTHER,8
38069,REPUBLICAN,1585
38071,DEMOCRAT,1639
38071,LIBERTARIAN,128
38071,OTHER,28
38071,REPUBLICAN,3577
38073,DEMOCRAT,945
38073,LIBERTARIAN,86
38073,OTHER,5
38073,REPUBLICAN,1418
38075,DEMOCRAT,220
38075,LIBERTARIAN,32
38075,OTHER,2
38075,REPUBLICAN,1065
38077,DEMOCRAT,2510
38077,LIBERTARIAN,191
38077,OTHER,39
38077,REPUBLICAN,5072
38079,DEMOCRAT,2482
38079,LIBERTARIAN,60
38079,OTHER,5
38079,REPUBLICAN,1257
38081,DEMOCRAT,738
38081,LIBERTARIAN,62
38081,OTHER,4
38081,REPUBLICAN,1266
38083,DEMOCRAT,104
38083,LIBERTARIAN,16
38083,OTHER,4
38083,REPUBLICAN,688
38085,DEMOCRAT,804
38085,LIBERTARIAN,48
38085,OTHER,76
38085,REPUBLICAN,258
38087,DEMOCRAT,44
38087,LIBERTARIAN,2
38087,OTHER,1
38087,REPUBLICAN,380
38089,DEMOCRAT,2499
38089,LIBERTARIAN,396
38089,OTHER,45
38089,REPUBLICAN,12110
38091,DEMOCRAT,392
38091,LIBERTARIAN,38
38091,OTHER,6
38091,REPUBLICAN,652
38093,DEMOCRAT,2676
38093,LIBERTARIAN,249
38093,OTHER,40
38093,REPUBLICAN,6994
38095,DEMOCRAT,317
38095,LIBERTARIAN,25
38095,OTHER,2
38095,REPUBLICAN,830
38097,DEMOCRAT,1493
38097,LIBERTARIAN,110
38097,OTHER,11
38097,REPUBLICAN,2522
38099,DEMOCRAT,1333
38099,LIBERTARIAN,95
38099,OTHER,31
38099,REPUBLICAN,3324
38101,DEMOCRAT,7293
38101,LIBERTARIAN,845
38101,OTHER,134
38101,REPUBLICAN,19974
38103,DEMOCRAT,442
38103,LIBERTARIAN,32
38103,OTHER,7
38103,REPUBLICAN,1893
38105,DEMOCRAT,2169
38105,LIBERTARIAN,362
38105,OTHER,64
38105,REPUBLICAN,11739
41001,DEMOCRAT,2346
41001,GREEN,33
41001,LIBERTARIAN,144
41001,OTHER,57
41001,REPUBLICAN,7352
41003,DEMOCRAT,35827
41003,GREEN,335
41003,LIBERTARIAN,1142
41003,OTHER,617
41003,REPUBLICAN,14878
41005,DEMOCRAT,139043
41005,GREEN,1011
41005,LIBERTARIAN,4736
41005,OTHER,2380
41005,REPUBLICAN,110509
41007,DEMOCRAT,12916
41007,GREEN,130
41007,LIBERTARIAN,437
41007,OTHER,209
41007,REPUBLICAN,10218
41009,DEMOCRAT,13835
41009,GREEN,158
41009,LIBERTARIAN,787
41009,OTHER,291
41009,REPUBLICAN,17150
41011,DEMOCRAT,14243
41011,GREEN,171
41011,LIBERTARIAN,572
41011,OTHER,260
41011,REPUBLICAN,21829
41013,DEMOCRAT,3801
41013,GREEN,42
41013,LIBERTARIAN,231
41013,OTHER,87
41013,REPUBLICAN,11287
41015,DEMOCRAT,6058
41015,GREEN,63
41015,LIBERTARIAN,228
41015,OTHER,92
41015,REPUBLICAN,8484
41017,DEMOCRAT,65962
41017,GREEN,422
41017,LIBERTARIAN,2097
41017,OTHER,1107
41017,REPUBLICAN,55646
41019,DEMOCRAT,19160
41019,GREEN,258
41019,LIBERTARIAN,1182
41019,OTHER,451
41019,REPUBLICAN,43298
41021,DEMOCRAT,324
41021,GREEN,1
41021,LIBERTARIAN,17
41021,OTHER,2
41021,REPUBLICAN,834
41023,DEMOCRAT,929
41023,GREEN,12
41023,LIBERTARIAN,77
41023,OTHER,33
41023,REPUBLICAN,3545
41025,DEMOCRAT,894
41025,GREEN,9
41025,LIBERTARIAN,63
41025,OTHER,40
41025,REPUBLICAN,3475
41027,DEMOCRAT,8764
41027,GREEN,55
41027,LIBERTARIAN,199
41027,OTHER,117
41027,REPUBLICAN,3955
41029,DEMOCRAT,59478
41029,GREEN,637
41029,LIBERTARIAN,2168
41029,OTHER,1013
41029,REPUBLICAN,63869
41031,DEMOCRAT,4393
41031,GREEN,57
41031,LIBERTARIAN,210
41031,OTHER,64
41031,REPUBLICAN,7189
41033,DEMOCRAT,18451
41033,GREEN,223
41033,LIBERTARIAN,795
41033,OTHER,421
41033,REPUBLICAN,31751
41035,DEMOCRAT,10388
41035,GREEN,146
41035,LIBERTARIAN,637
41035,OTHER,247
41035,REPUBLICAN,25308
41037,DEMOCRAT,792
41037,GREEN,10
41037,LIBERTARIAN,63
41037,OTHER,28
41037,REPUBLICAN,3470
41039,DEMOCRAT,134366
41039,GREEN,1349
41039,LIBERTARIAN,3906
41039,OTHER,2296
41039,REPUBLICAN,80336
41041,DEMOCRAT,17385
41041,GREEN,214
41041,LIBERTARIAN,462
41041,OTHER,205
41041,REPUBLICAN,12460
41043,DEMOCRAT,26512
41043,GREEN,403
41043,LIBERTARIAN,1594
41043,OTHER,645
41043,REPUBLICAN,43486
41045,DEMOCRAT,3260
41045,GREEN,56
41045,LIBERTARIAN,221
41045,OTHER,80
41045,REPUBLICAN,8187
41047,DEMOCRAT,80872
41047,GREEN,844
41047,LIBERTARIAN,3272
41047,OTHER,1544
41047,REPUBLICAN,79002
41049,DEMOCRAT,1371
41049,GREEN,13
41049,LIBERTARIAN,126
41049,OTHER,22
41049,REPUBLICAN,3586
41051,DEMOCRAT,367249
41051,GREEN,2974
41051,LIBERTARIAN,5726
41051,OTHER,4715
41051,REPUBLICAN,82995
41053,DEMOCRAT,22917
41053,GREEN,212
41053,LIBERTARIAN,981
41053,OTHER,449
41053,REPUBLICAN,23732
41055,DEMOCRAT,260
41055,GREEN,1
41055,LIBERTARIAN,24
41055,OTHER,2
41055,REPUBLICAN,921
41057,DEMOCRAT,8066
41057,GREEN,89
41057,LIBERTARIAN,261
41057,OTHER,118
41057,REPUBLICAN,8354
41059,DEMOCRAT,10707
41059,GREEN,90
41059,LIBERTARIAN,740
41059,OTHER,231
41059,REPUBLICAN,21270
41061,DEMOCRAT,4254
41061,GREEN,46
41061,LIBERTARIAN,241
41061,OTHER,105
41061,REPUBLICAN,10298
41063,DEMOCRAT,1625
41063,GREEN,10
41063,LIBERTARIAN,76
41063,OTHER,34
41063,REPUBLICAN,3404
41065,DEMOCRAT,6604
41065,GREEN,75
41065,LIBERTARIAN,296
41065,OTHER,120
41065,REPUBLICAN,7035
41067,DEMOCRAT,209940
41067,GREEN,1426
41067,LIBERTARIAN,6398
41067,OTHER,3489
41067,REPUBLICAN,99073
41069,DEMOCRAT,217
41069,GREEN,2
41069,LIBERTARIAN,25
41069,OTHER,10
41069,REPUBLICAN,711
41071,DEMOCRAT,27174
41071,GREEN,254
41071,LIBERTARIAN,1448
41071,OTHER,496
41071,REPUBLICAN,29551
42001,DEMOCRAT,18207
42001,LIBERTARIAN,810
42001,REPUBLICAN,37523
42003,DEMOCRAT,429065
42003,LIBERTARIAN,8344
42003,REPUBLICAN,282324
42005,DEMOCRAT,8457
42005,LIBERTARIAN,424
42005,REPUBLICAN,27489
42007,DEMOCRAT,38122
42007,LIBERTARIAN,1241
42007,REPUBLICAN,54759
42009,DEMOCRAT,4367
42009,LIBERTARIAN,182
42009,REPUBLICAN,23025
42011,DEMOCRAT,92895
42011,LIBERTARIAN,2909
42011,REPUBLICAN,109736
42013,DEMOCRAT,17636
42013,LIBERTARIAN,653
42013,REPUBLICAN,45306
42015,DEMOCRAT,8046
42015,LIBERTARIAN,513
42015,REPUBLICAN,21600
42017,DEMOCRAT,204712
42017,LIBERTARIAN,4155
42017,REPUBLICAN,187367
42019,DEMOCRAT,37508
42019,LIBERTARIAN,1438
42019,REPUBLICAN,74359
42021,DEMOCRAT,21730
42021,LIBERTARIAN,759
42021,REPUBLICAN,48085
42023,DEMOCRAT,634
42023,LIBERTARIAN,29
42023,REPUBLICAN,1771
42025,DEMOCRAT,11212
42025,LIBERTARIAN,433
42025,REPUBLICAN,21984
42027,DEMOCRAT,40055
42027,LIBERTARIAN,1066
42027,REPUBLICAN,36372
42029,DEMOCRAT,182372
42029,LIBERTARIAN,3565
42029,REPUBLICAN,128565
42031,DEMOCRAT,4678
42031,LIBERTARIAN,237
42031,REPUBLICAN,14578
42033,DEMOCRAT,9673
42033,LIBERTARIAN,546
42033,REPUBLICAN,29203
42035,DEMOCRAT,5502
42035,LIBERTARIAN,221
42035,REPUBLICAN,11902
42037,DEMOCRAT,10532
42037,LIBERTARIAN,541
42037,REPUBLICAN,20098
42039,DEMOCRAT,12924
42039,LIBERTARIAN,521
42039,REPUBLICAN,28559
42041,DEMOCRAT,62245
42041,LIBERTARIAN,2138
42041,REPUBLICAN,77212
42043,DEMOCRAT,78983
42043,LIBERTARIAN,1977
42043,REPUBLICAN,66408
42045,DEMOCRAT,206423
42045,LIBERTARIAN,2976
