fips,party,data
10003,LIBERTARIAN,2953
10003,REPUBLICAN,88364
10005,DEMOCRAT,56682
10005,GREEN,437
10005,LIBERTARIAN,1003
10005,REPUBLICAN,71230
NA,DEMOCRAT,317323
NA,GREEN,1726
NA,LIBERTARIAN,2036
NA,OTHER,4685
NA,REPUBLICAN,18586
12001,DEMOCRAT,89704
12001,GREEN,302
12001,LIBERTARIAN,1390
12001,OTHER,236
12001,REPUBLICAN,50972
12003,DEMOCRAT,2037
12003,GREEN,10
12003,LIBERTARIAN,93
12003,OTHER,8
12003,REPUBLICAN,11911
12005,DEMOCRAT,25614
12005,GREEN,142
12005,LIBERTARIAN,1004
12005,OTHER,167
12005,REPUBLICAN,66097
12007,DEMOCRAT,3160
12007,GREEN,11
12007,LIBERTARIAN,110
12007,OTHER,17
12007,REPUBLICAN,10334
12009,DEMOCRAT,148549
12009,GREEN,553
12009,LIBERTARIAN,3178
12009,OTHER,601
12009,REPUBLICAN,207883
12011,DEMOCRAT,618752
12011,GREEN,1253
12011,LIBERTARIAN,3114
12011,OTHER,1144
12011,REPUBLICAN,333409
12013,DEMOCRAT,1209
12013,GREEN,4
12013,LIBERTARIAN,29
12013,OTHER,10
12013,REPUBLICAN,5274
12015,DEMOCRAT,42273
12015,GREEN,129
12015,LIBERTARIAN,565
12015,OTHER,130
12015,REPUBLICAN,73243
12017,DEMOCRAT,27092
12017,GREEN,86
12017,LIBERTARIAN,548
12017,OTHER,130
12017,REPUBLICAN,65352
12019,DEMOCRAT,38317
12019,GREEN,153
12019,LIBERTARIAN,1286
12019,OTHER,169
12019,REPUBLICAN,84480
12021,DEMOCRAT,77621
12021,GREEN,186
12021,LIBERTARIAN,889
12021,OTHER,172
12021,REPUBLICAN,128950
12023,DEMOCRAT,8914
12023,GREEN,28
12023,LIBERTARIAN,224
12023,OTHER,40
12023,REPUBLICAN,23836
12027,DEMOCRAT,4259
12027,GREEN,8
12027,LIBERTARIAN,52
12027,OTHER,27
12027,REPUBLICAN,8313
12029,DEMOCRAT,1365
12029,GREEN,5
12029,LIBERTARIAN,27
12029,OTHER,11
12029,REPUBLICAN,6759
12031,DEMOCRAT,252556
12031,GREEN,772
12031,LIBERTARIAN,4788
12031,OTHER,942
12031,REPUBLICAN,233762
12033,DEMOCRAT,70929
12033,GREEN,256
12033,LIBERTARIAN,2146
12033,OTHER,367
12033,REPUBLICAN,96674
12035,DEMOCRAT,28161
12035,GREEN,69
12035,LIBERTARIAN,359
12035,OTHER,84
12035,REPUBLICAN,43043
12037,DEMOCRAT,2120
12037,GREEN,12
12037,LIBERTARIAN,27
12037,OTHER,15
12037,REPUBLICAN,4675
12039,DEMOCRAT,16153
12039,GREEN,21
12039,LIBERTARIAN,96
12039,OTHER,27
12039,REPUBLICAN,7465
12041,DEMOCRAT,1700
12041,GREEN,13
12041,LIBERTARIAN,61
12041,OTHER,16
12041,REPUBLICAN,7895
12043,DEMOCRAT,1385
12043,GREEN,4
12043,LIBERTARIAN,21
12043,OTHER,1
12043,REPUBLICAN,3782
12045,DEMOCRAT,1985
12045,GREEN,5
12045,LIBERTARIAN,48
12045,OTHER,12
12045,REPUBLICAN,6113
12047,DEMOCRAT,1963
12047,GREEN,8
12047,LIBERTARIAN,33
12047,OTHER,11
12047,REPUBLICAN,3815
12049,DEMOCRAT,2298
12049,GREEN,8
12049,LIBERTARIAN,40
12049,OTHER,17
12049,REPUBLICAN,6122
12051,DEMOCRAT,4929
12051,GREEN,13
12051,LIBERTARIAN,65
12051,OTHER,27
12051,REPUBLICAN,7906
12053,DEMOCRAT,37519
12053,GREEN,151
12053,LIBERTARIAN,686
12053,OTHER,154
12053,REPUBLICAN,70412
12055,DEMOCRAT,16938
12055,GREEN,53
12055,LIBERTARIAN,223
12055,OTHER,83
12055,REPUBLICAN,34873
12057,DEMOCRAT,376367
12057,GREEN,1187
12057,LIBERTARIAN,5665
12057,OTHER,1446
12057,REPUBLICAN,327398
12059,DEMOCRAT,924
12059,GREEN,9
12059,LIBERTARIAN,48
12059,OTHER,7
12059,REPUBLICAN,8080
12061,DEMOCRAT,37844
12061,GREEN,117
12061,LIBERTARIAN,534
12061,OTHER,117
12061,REPUBLICAN,58872
12063,DEMOCRAT,6766
12063,GREEN,13
12063,LIBERTARIAN,116
12063,OTHER,36
12063,REPUBLICAN,15488
12065,DEMOCRAT,3897
12065,GREEN,13
12065,LIBERTARIAN,46
12065,OTHER,16
12065,REPUBLICAN,4479
12067,DEMOCRAT,510
12067,GREEN,2
12067,LIBERTARIAN,14
12067,OTHER,4
12067,REPUBLICAN,3128
12069,DEMOCRAT,83505
12069,GREEN,254
12069,LIBERTARIAN,1385
12069,OTHER,311
12069,REPUBLICAN,125859
12071,DEMOCRAT,157695
12071,GREEN,440
12071,LIBERTARIAN,2016
12071,OTHER,501
12071,REPUBLICAN,233247
12073,DEMOCRAT,103517
12073,GREEN,271
12073,LIBERTARIAN,1344
12073,OTHER,344
12073,REPUBLICAN,57453
12075,DEMOCRAT,6205
12075,GREEN,25
12075,LIBERTARIAN,131
12075,OTHER,35
12075,REPUBLICAN,16749
12077,DEMOCRAT,694
12077,GREEN,2
12077,LIBERTARIAN,14
12077,OTHER,5
12077,REPUBLICAN,2846
12079,DEMOCRAT,3747
12079,GREEN,13
12079,LIBERTARIAN,32
12079,OTHER,12
12079,REPUBLICAN,5576
12081,DEMOCRAT,90166
12081,GREEN,258
12081,LIBERTARIAN,1287
12081,OTHER,260
12081,REPUBLICAN,124987
12083,DEMOCRAT,74858
12083,GREEN,228
12083,LIBERTARIAN,1180
12083,OTHER,284
12083,REPUBLICAN,127826
12085,DEMOCRAT,36893
12085,GREEN,105
12085,LIBERTARIAN,448
12085,OTHER,112
12085,REPUBLICAN,61168
12086,DEMOCRAT,617864
12086,GREEN,1289
12086,LIBERTARIAN,3329
12086,OTHER,1501
12086,REPUBLICAN,532833
12087,DEMOCRAT,21881
12087,GREEN,51
12087,LIBERTARIAN,348
12087,OTHER,56
12087,REPUBLICAN,25693
12089,DEMOCRAT,15564
12089,GREEN,43
12089,LIBERTARIAN,569
12089,OTHER,69
12089,REPUBLICAN,42566
12091,DEMOCRAT,34248
12091,GREEN,183
12091,LIBERTARIAN,1881
12091,OTHER,263
12091,REPUBLICAN,79798
12093,DEMOCRAT,4390
12093,GREEN,7
12093,LIBERTARIAN,66
12093,OTHER,21
12093,REPUBLICAN,11470
12095,DEMOCRAT,395014
12095,GREEN,1146
12095,LIBERTARIAN,4685
12095,OTHER,1160
12095,REPUBLICAN,245398
12097,DEMOCRAT,97297
12097,GREEN,290
12097,LIBERTARIAN,964
12097,OTHER,405
12097,REPUBLICAN,73480
12099,DEMOCRAT,433572
12099,GREEN,891
12099,LIBERTARIAN,3040
12099,OTHER,944
12099,REPUBLICAN,334711
12101,DEMOCRAT,119073
12101,GREEN,467
12101,LIBERTARIAN,2265
12101,OTHER,544
12101,REPUBLICAN,179621
12103,DEMOCRAT,277450
12103,GREEN,912
12103,LIBERTARIAN,4268
12103,OTHER,876
12103,REPUBLICAN,276209
12105,DEMOCRAT,145049
12105,GREEN,425
12105,LIBERTARIAN,2595
12105,OTHER,601
12105,REPUBLICAN,194586
12107,DEMOCRAT,10527
12107,GREEN,50
12107,LIBERTARIAN,226
12107,OTHER,56
12107,REPUBLICAN,25514
12109,DEMOCRAT,63850
12109,GREEN,210
12109,LIBERTARIAN,1413
12109,OTHER,203
12109,REPUBLICAN,110946
12111,DEMOCRAT,84137
12111,GREEN,209
12111,LIBERTARIAN,768
12111,OTHER,224
12111,REPUBLICAN,86831
12113,DEMOCRAT,27612
12113,GREEN,122
12113,LIBERTARIAN,1645
12113,OTHER,164
12113,REPUBLICAN,77385
12115,DEMOCRAT,120110
12115,GREEN,284
12115,LIBERTARIAN,1507
12115,OTHER,304
12115,REPUBLICAN,148370
12117,DEMOCRAT,132528
12117,GREEN,406
12117,LIBERTARIAN,2215
12117,OTHER,425
12117,REPUBLICAN,125241
12119,DEMOCRAT,29341
12119,GREEN,39
12119,LIBERTARIAN,269
12119,OTHER,75
12119,REPUBLICAN,62761
12121,DEMOCRAT,4485
12121,GREEN,23
12121,LIBERTARIAN,119
12121,OTHER,20
12121,REPUBLICAN,16410
12123,DEMOCRAT,2299
12123,GREEN,11
12123,LIBERTARIAN,52
12123,OTHER,14
12123,REPUBLICAN,7751
12125,DEMOCRAT,1053
12125,GREEN,5
12125,LIBERTARIAN,42
12125,OTHER,12
12125,REPUBLICAN,5133
12127,DEMOCRAT,130575
12127,GREEN,390
12127,LIBERTARIAN,2156
12127,OTHER,497
12127,REPUBLICAN,173821
12129,DEMOCRAT,5351
12129,GREEN,18
12129,LIBERTARIAN,135
12129,OTHER,26
12129,REPUBLICAN,12874
12131,DEMOCRAT,10338
12131,GREEN,43
12131,LIBERTARIAN,336
12131,OTHER,47
12131,REPUBLICAN,32947
12133,DEMOCRAT,2347
12133,GREEN,15
12133,LIBERTARIAN,69
12133,OTHER,20
12133,REPUBLICAN,9876
15001,DEMOCRAT,58731
15001,GREEN,805
15001,LIBERTARIAN,1027
15001,OTHER,354
15001,REPUBLICAN,26897
15003,DEMOCRAT,238866
15003,GREEN,2178
15003,LIBERTARIAN,3437
15003,OTHER,1371
15003,REPUBLICAN,136250
15007,DEMOCRAT,21225
15007,GREEN,254
15007,LIBERTARIAN,303
15007,OTHER,133
15007,REPUBLICAN,11582
15009,DEMOCRAT,47305
15009,GREEN,585
15009,LIBERTARIAN,772
15009,OTHER,256
15009,REPUBLICAN,22126
16001,DEMOCRAT,120539
16001,LIBERTARIAN,5310
16001,OTHER,2841
16001,REPUBLICAN,130699
16003,DEMOCRAT,591
16003,LIBERTARIAN,34
16003,OTHER,20
16003,REPUBLICAN,1941
16005,DEMOCRAT,14682
16005,LIBERTARIAN,947
16005,OTHER,593
16005,REPUBLICAN,23331
16007,DEMOCRAT,350
16007,LIBERTARIAN,25
16007,OTHER,26
16007,REPUBLICAN,2914
16009,DEMOCRAT,977
16009,LIBERTARIAN,58
16009,OTHER,60
16009,REPUBLICAN,3878
16011,DEMOCRAT,4124
16011,LIBERTARIAN,307
16011,OTHER,270
16011,REPUBLICAN,15295
16013,DEMOCRAT,8919
16013,LIBERTARIAN,168
16013,OTHER,170
16013,REPUBLICAN,4032
16015,DEMOCRAT,1204
16015,LIBERTARIAN,67
16015,OTHER,64
16015,REPUBLICAN,3485
16017,DEMOCRAT,8310
16017,LIBERTARIAN,401
16017,OTHER,255
16017,REPUBLICAN,18369
16019,DEMOCRAT,14254
16019,LIBERTARIAN,1288
16019,OTHER,648
16019,REPUBLICAN,37805
16021,DEMOCRAT,1220
16021,LIBERTARIAN,82
16021,OTHER,74
16021,REPUBLICAN,4937
16023,DEMOCRAT,188
16023,LIBERTARIAN,11
16023,OTHER,14
16023,REPUBLICAN,1202
16025,DEMOCRAT,149
16025,LIBERTARIAN,7
16025,OTHER,91
16025,REPUBLICAN,507
16027,DEMOCRAT,25881
16027,LIBERTARIAN,1696
16027,OTHER,1074
16027,REPUBLICAN,61759
16029,DEMOCRAT,431
16029,LIBERTARIAN,41
16029,OTHER,38
16029,REPUBLICAN,2906
16031,DEMOCRAT,1464
16031,LIBERTARIAN,121
16031,OTHER,137
16031,REPUBLICAN,7907
16033,DEMOCRAT,41
16033,LIBERTARIAN,4
16033,OTHER,2
16033,REPUBLICAN,264
16035,DEMOCRAT,877
16035,LIBERTARIAN,47
16035,OTHER,42
16035,REPUBLICAN,3453
16037,DEMOCRAT,603
16037,LIBERTARIAN,17
16037,OTHER,30
16037,REPUBLICAN,2089
16039,DEMOCRAT,2601
16039,LIBERTARIAN,225
16039,OTHER,133
16039,REPUBLICAN,7246
16041,DEMOCRAT,657
16041,LIBERTARIAN,87
16041,OTHER,75
16041,REPUBLICAN,5845
16043,DEMOCRAT,998
16043,LIBERTARIAN,88
16043,OTHER,85
16043,REPUBLICAN,5548
16045,DEMOCRAT,1803
16045,LIBERTARIAN,121
16045,OTHER,83
16045,REPUBLICAN,7951
16047,DEMOCRAT,1256
16047,LIBERTARIAN,67
16047,OTHER,68
16047,REPUBLICAN,4659
16049,DEMOCRAT,1561
16049,LIBERTARIAN,118
16049,OTHER,97
16049,REPUBLICAN,7826
16051,DEMOCRAT,1661
16051,LIBERTARIAN,252
16051,OTHER,161
16051,REPUBLICAN,12099
16053,DEMOCRAT,1893
16053,LIBERTARIAN,100
16053,OTHER,85
16053,REPUBLICAN,5734
16055,DEMOCRAT,24312
16055,LIBERTARIAN,1594
16055,OTHER,724
16055,REPUBLICAN,62837
16057,DEMOCRAT,10236
16057,LIBERTARIAN,608
16057,OTHER,254
16057,REPUBLICAN,9472
16059,DEMOCRAT,1032
16059,LIBERTARIAN,78
16059,OTHER,36
16059,REPUBLICAN,3592
16061,DEMOCRAT,349
16061,LIBERTARIAN,16
16061,OTHER,16
16061,REPUBLICAN,1489
16063,DEMOCRAT,414
16063,LIBERTARIAN,21
16063,OTHER,36
16063,REPUBLICAN,1469
16065,DEMOCRAT,2666
16065,LIBERTARIAN,644
16065,OTHER,243
16065,REPUBLICAN,13559
16067,DEMOCRAT,1550
16067,LIBERTARIAN,87
16067,OTHER,91
16067,REPUBLICAN,6265
16069,DEMOCRAT,6686
16069,LIBERTARIAN,296
16069,OTHER,247
16069,REPUBLICAN,13738
16071,DEMOCRAT,249
16071,LIBERTARIAN,27
16071,OTHER,27
16071,REPUBLICAN,2148
16073,DEMOCRAT,816
16073,LIBERTARIAN,57
16073,OTHER,50
16073,REPUBLICAN,3819
16075,DEMOCRAT,2161
16075,LIBERTARIAN,166
16075,OTHER,104
16075,REPUBLICAN,8862
16077,DEMOCRAT,865
16077,LIBERTARIAN,41
16077,OTHER,52
16077,REPUBLICAN,2116
16079,DEMOCRAT,1693
16079,LIBERTARIAN,71
16079,OTHER,69
16079,REPUBLICAN,4216
16081,DEMOCRAT,3318
16081,LIBERTARIAN,109
16081,OTHER,62
16081,REPUBLICAN,2858
16083,DEMOCRAT,9391
16083,LIBERTARIAN,770
16083,OTHER,443
16083,REPUBLICAN,25897
16085,DEMOCRAT,2976
16085,LIBERTARIAN,73
16085,OTHER,67
16085,REPUBLICAN,3947
16087,DEMOCRAT,1073
16087,LIBERTARIAN,57
16087,OTHER,60
16087,REPUBLICAN,4154
17001,DEMOCRAT,8633
17001,GREEN,102
17001,LIBERTARIAN,483
17001,OTHER,89
17001,REPUBLICAN,24220
17003,DEMOCRAT,1114
17003,GREEN,5
17003,LIBERTARIAN,7
17003,OTHER,6
17003,REPUBLICAN,1486
17005,DEMOCRAT,2288
17005,GREEN,41
17005,LIBERTARIAN,158
17005,OTHER,33
17005,REPUBLICAN,5625
17007,DEMOCRAT,10542
17007,GREEN,146
17007,LIBERTARIAN,360
17007,OTHER,48
17007,REPUBLICAN,13883
17009,DEMOCRAT,486
17009,GREEN,10
17009,LIBERTARIAN,47
17009,OTHER,47
17009,REPUBLICAN,1931
17011,DEMOCRAT,6669
17011,GREEN,95
17011,LIBERTARIAN,209
17011,OTHER,50
17011,REPUBLICAN,10411
17013,DEMOCRAT,677
17013,GREEN,8
17013,LIBERTARIAN,36
17013,OTHER,5
17013,REPUBLICAN,2046
17015,DEMOCRAT,2748
17015,GREEN,39
17015,LIBERTARIAN,111
17015,OTHER,21
17015,REPUBLICAN,5105
17017,DEMOCRAT,1615
17017,GREEN,17
17017,LIBERTARIAN,50
17017,OTHER,10
17017,REPUBLICAN,3625
17019,DEMOCRAT,57067
17019,GREEN,755
17019,LIBERTARIAN,1507
17019,OTHER,528
17019,REPUBLICAN,35285
17021,DEMOCRAT,4335
17021,GREEN,65
17021,LIBERTARIAN,210
17021,OTHER,31
17021,REPUBLICAN,11563
17023,DEMOCRAT,1993
17023,GREEN,27
17023,LIBERTARIAN,95
17023,OTHER,15
17023,REPUBLICAN,6226
17025,DEMOCRAT,1129
17025,GREEN,26
17025,LIBERTARIAN,88
17025,OTHER,14
17025,REPUBLICAN,5629
17027,DEMOCRAT,4493
17027,GREEN,77
17027,LIBERTARIAN,258
17027,OTHER,38
17027,REPUBLICAN,14304
17029,DEMOCRAT,8067
17029,GREEN,132
17029,LIBERTARIAN,306
17029,OTHER,64
17029,REPUBLICAN,14037
17031,DEMOCRAT,1725973
17031,GREEN,12279
17031,LIBERTARIAN,17657
17031,OTHER,7308
17031,REPUBLICAN,558269
17033,DEMOCRAT,2202
17033,GREEN,43
17033,LIBERTARIAN,119
17033,OTHER,18
17033,REPUBLICAN,7043
17035,DEMOCRAT,1142
17035,GREEN,21
17035,LIBERTARIAN,63
17035,OTHER,5
17035,REPUBLICAN,4601
17037,DEMOCRAT,24643
17037,GREEN,331
17037,LIBERTARIAN,783
17037,OTHER,163
17037,REPUBLICAN,21905
17039,DEMOCRAT,2191
17039,GREEN,47
17039,LIBERTARIAN,139
17039,OTHER,15
17039,REPUBLICAN,5632
17041,DEMOCRAT,2335
17041,GREEN,43
17041,LIBERTARIAN,119
17041,OTHER,14
17041,REPUBLICAN,6227
17043,DEMOCRAT,281222
17043,GREEN,2490
17043,LIBERTARIAN,6249
17043,OTHER,1532
17043,REPUBLICAN,193611
17045,DEMOCRAT,1887
17045,GREEN,28
17045,LIBERTARIAN,75
17045,OTHER,13
17045,REPUBLICAN,6193
17047,DEMOCRAT,488
17047,GREEN,9
17047,LIBERTARIAN,31
17047,OTHER,5
17047,REPUBLICAN,2833
17049,DEMOCRAT,3716
17049,GREEN,59
17049,LIBERTARIAN,232
17049,OTHER,36
17049,REPUBLICAN,15006
17051,DEMOCRAT,1826
17051,GREEN,36
17051,LIBERTARIAN,113
17051,OTHER,26
17051,REPUBLICAN,8055
17053,DEMOCRAT,1754
17053,GREEN,39
17053,LIBERTARIAN,100
17053,OTHER,12
17053,REPUBLICAN,5048
17055,DEMOCRAT,4760
17055,GREEN,82
17055,LIBERTARIAN,141
17055,OTHER,21
17055,REPUBLICAN,13622
17057,DEMOCRAT,6503
17057,GREEN,92
17057,LIBERTARIAN,179
17057,OTHER,37
17057,REPUBLICAN,9867
17059,DEMOCRAT,622
17059,GREEN,10
17059,LIBERTARIAN,18
17059,OTHER,5
17059,REPUBLICAN,2019
17061,DEMOCRAT,1349
17061,GREEN,21
17061,LIBERTARIAN,70
17061,OTHER,17
17061,REPUBLICAN,4770
17063,DEMOCRAT,9626
17063,GREEN,125
17063,LIBERTARIAN,356
17063,OTHER,61
17063,REPUBLICAN,16523
17065,DEMOCRAT,824
17065,GREEN,11
17065,LIBERTARIAN,41
17065,OTHER,7
17065,REPUBLICAN,3432
17067,DEMOCRAT,2315
17067,GREEN,35
17067,LIBERTARIAN,114
17067,OTHER,13
17067,REPUBLICAN,6906
17069,DEMOCRAT,449
17069,GREEN,7
17069,LIBERTARIAN,14
17069,OTHER,1
17069,REPUBLICAN,1691
17071,DEMOCRAT,1187
17071,GREEN,11
17071,LIBERTARIAN,49
17071,OTHER,6
17071,REPUBLICAN,2394
17073,DEMOCRAT,9797
17073,GREEN,109
17073,LIBERTARIAN,369
17073,OTHER,60
17073,REPUBLICAN,15300
17075,DEMOCRAT,2908
17075,GREEN,64
17075,LIBERTARIAN,147
17075,OTHER,29
17075,REPUBLICAN,10877
17077,DEMOCRAT,11181
17077,GREEN,194
17077,LIBERTARIAN,311
17077,OTHER,67
17077,REPUBLICAN,10890
17079,DEMOCRAT,1007
17079,GREEN,17
17079,LIBERTARIAN,53
17079,OTHER,5
17079,REPUBLICAN,4494
17081,DEMOCRAT,4608
17081,GREEN,77
17081,LIBERTARIAN,214
17081,OTHER,29
17081,REPUBLICAN,12476
17083,DEMOCRAT,2961
17083,GREEN,45
17083,LIBERTARIAN,202
17083,OTHER,17
17083,REPUBLICAN,8712
17085,DEMOCRAT,5109
17085,GREEN,61
17085,LIBERTARIAN,125
17085,OTHER,35
17085,REPUBLICAN,7166
17087,DEMOCRAT,1281
17087,GREEN,37
17087,LIBERTARIAN,53
17087,OTHER,7
17087,REPUBLICAN,5059
17089,DEMOCRAT,130166
17089,GREEN,1201
17089,LIBERTARIAN,2878
17089,OTHER,856
17089,REPUBLICAN,96775
17091,DEMOCRAT,20271
17091,GREEN,191
17091,LIBERTARIAN,804
17091,OTHER,104
17091,REPUBLICAN,28532
17093,DEMOCRAT,33168
17093,GREEN,334
17093,LIBERTARIAN,810
17093,OTHER,170
17093,REPUBLICAN,29492
17095,DEMOCRAT,10703
17095,GREEN,115
17095,LIBERTARIAN,258
17095,OTHER,58
17095,REPUBLICAN,12009
17097,DEMOCRAT,204032
17097,GREEN,1441
17097,LIBERTARIAN,4160
17097,OTHER,950
17097,REPUBLICAN,123594
17099,DEMOCRAT,22442
17099,GREEN,255
17099,LIBERTARIAN,675
17099,OTHER,106
17099,REPUBLICAN,30113
17101,DEMOCRAT,1419
17101,GREEN,19
17101,LIBERTARIAN,82
17101,OTHER,5
17101,REPUBLICAN,4886
17103,DEMOCRAT,6407
17103,GREEN,97
17103,LIBERTARIAN,229
17103,OTHER,34
17103,REPUBLICAN,9630
17105,DEMOCRAT,4615
17105,GREEN,73
17105,LIBERTARIAN,244
17105,OTHER,34
17105,REPUBLICAN,12208
17107,DEMOCRAT,3840
17107,GREEN,66
17107,LIBERTARIAN,211
17107,OTHER,41
17107,REPUBLICAN,9136
17109,DEMOCRAT,4992
17109,GREEN,54
17109,LIBERTARIAN,173
17109,OTHER,39
17109,REPUBLICAN,7027
17111,DEMOCRAT,78154
17111,GREEN,781
17111,LIBERTARIAN,2176
17111,OTHER,508
17111,REPUBLICAN,82260
17113,DEMOCRAT,43933
17113,GREEN,502
17113,LIBERTARIAN,1624
17113,OTHER,441
17113,REPUBLICAN,40502
17115,DEMOCRAT,19847
17115,GREEN,211
17115,LIBERTARIAN,597
17115,OTHER,146
17115,REPUBLICAN,28589
17117,DEMOCRAT,7365
17117,GREEN,110
17117,LIBERTARIAN,350
17117,OTHER,44
17117,REPUBLICAN,16153
17119,DEMOCRAT,57836
17119,GREEN,710
17119,LIBERTARIAN,2169
17119,OTHER,393
17119,REPUBLICAN,76031
17121,DEMOCRAT,4524
17121,GREEN,74
17121,LIBERTARIAN,163
17121,OTHER,19
17121,REPUBLICAN,12678
17123,DEMOCRAT,2005
17123,GREEN,27
17123,LIBERTARIAN,94
17123,OTHER,11
17123,REPUBLICAN,4197
17125,DEMOCRAT,1985
17125,GREEN,31
17125,LIBERTARIAN,78
17125,OTHER,18
17125,REPUBLICAN,4654
17127,DEMOCRAT,1725
17127,GREEN,14
17127,LIBERTARIAN,65
17127,OTHER,12
17127,REPUBLICAN,4997
17129,DEMOCRAT,2022
17129,GREEN,33
17129,LIBERTARIAN,95
17129,OTHER,14
17129,REPUBLICAN,4764
17131,DEMOCRAT,3280
17131,GREEN,48
17131,LIBERTARIAN,134
17131,OTHER,13
17131,REPUBLICAN,5418
17133,DEMOCRAT,6569
17133,GREEN,83
17133,LIBERTARIAN,309
17133,OTHER,45
17133,REPUBLICAN,14142
17135,DEMOCRAT,3905
17135,GREEN,53
17135,LIBERTARIAN,204
17135,OTHER,21
17135,REPUBLICAN,9544
17137,DEMOCRAT,5076
17137,GREEN,55
17137,LIBERTARIAN,198
17137,OTHER,30
17137,REPUBLICAN,9950
17139,DEMOCRAT,1662
17139,GREEN,24
17139,LIBERTARIAN,87
17139,OTHER,7
17139,REPUBLICAN,4964
17141,DEMOCRAT,9428
17141,GREEN,143
17141,LIBERTARIAN,389
17141,OTHER,64
17141,REPUBLICAN,16248
17143,DEMOCRAT,43578
17143,GREEN,507
17143,LIBERTARIAN,1309
17143,OTHER,327
17143,REPUBLICAN,38252
17145,DEMOCRAT,2612
17145,GREEN,52
17145,LIBERTARIAN,69
17145,OTHER,7
17145,REPUBLICAN,7313
17147,DEMOCRAT,3329
17147,GREEN,35
17147,LIBERTARIAN,168
17147,OTHER,42
17147,REPUBLICAN,6248
17149,DEMOCRAT,1484
17149,GREEN,15
17149,LIBERTARIAN,110
17149,OTHER,8
17149,REPUBLICAN,6332
17151,DEMOCRAT,433
17151,GREEN,4
17151,LIBERTARIAN,16
17151,OTHER,0
17151,REPUBLICAN,1722
17153,DEMOCRAT,891
17153,GREEN,7
17153,LIBERTARIAN,23
17153,OTHER,4
17153,REPUBLICAN,1699
17155,DEMOCRAT,1338
17155,GREEN,17
17155,LIBERTARIAN,33
17155,OTHER,9
17155,REPUBLICAN,1993
17157,DEMOCRAT,3592
17157,GREEN,69
17157,LIBERTARIAN,132
17157,OTHER,22
17157,REPUBLICAN,11076
17159,DEMOCRAT,1830
17159,GREEN,27
17159,LIBERTARIAN,100
17159,OTHER,17
17159,REPUBLICAN,6089
17161,DEMOCRAT,36691
17161,GREEN,310
17161,LIBERTARIAN,959
17161,OTHER,195
17161,REPUBLICAN,28603
17163,DEMOCRAT,68325
17163,GREEN,666
17163,LIBERTARIAN,1615
17163,OTHER,335
17163,REPUBLICAN,57150
17165,DEMOCRAT,2789
17165,GREEN,35
17165,LIBERTARIAN,124
17165,OTHER,15
17165,REPUBLICAN,8103
17167,DEMOCRAT,48917
17167,GREEN,620
17167,LIBERTARIAN,1449
17167,OTHER,281
17167,REPUBLICAN,53485
17169,DEMOCRAT,1068
17169,GREEN,12
17169,LIBERTARIAN,48
17169,OTHER,5
17169,REPUBLICAN,2773
17171,DEMOCRAT,572
17171,GREEN,11
17171,LIBERTARIAN,31
17171,OTHER,9
17171,REPUBLICAN,2114
17173,DEMOCRAT,2504
17173,GREEN,45
17173,LIBERTARIAN,109
17173,OTHER,13
17173,REPUBLICAN,9426
17175,DEMOCRAT,815
17175,GREEN,17
17175,LIBERTARIAN,42
17175,OTHER,5
17175,REPUBLICAN,2004
17177,DEMOCRAT,9055
17177,GREEN,94
17177,LIBERTARIAN,328
17177,OTHER,50
17177,REPUBLICAN,12521
17179,DEMOCRAT,24819
17179,GREEN,342
17179,LIBERTARIAN,1175
17179,OTHER,203
17179,REPUBLICAN,42513
17181,DEMOCRAT,2579
17181,GREEN,32
17181,LIBERTARIAN,89
17181,OTHER,25
17181,REPUBLICAN,6161
17183,DEMOCRAT,10323
17183,GREEN,127
17183,LIBERTARIAN,350
17183,OTHER,59
17183,REPUBLICAN,20725
17185,DEMOCRAT,1253
17185,GREEN,14
17185,LIBERTARIAN,78
17185,OTHER,11
17185,REPUBLICAN,4237
17187,DEMOCRAT,3090
17187,GREEN,34
17187,LIBERTARIAN,99
17187,OTHER,10
17187,REPUBLICAN,4676
17189,DEMOCRAT,1641
17189,GREEN,42
17189,LIBERTARIAN,92
17189,OTHER,12
17189,REPUBLICAN,6115
17191,DEMOCRAT,1187
17191,GREEN,23
17191,LIBERTARIAN,90
17191,OTHER,10
17191,REPUBLICAN,7176
17193,DEMOCRAT,1517
17193,GREEN,23
17193,LIBERTARIAN,82
17193,OTHER,8
17193,REPUBLICAN,5791
17195,DEMOCRAT,12253
17195,GREEN,154
17195,LIBERTARIAN,382
17195,OTHER,59
17195,REPUBLICAN,14527
17197,DEMOCRAT,183915
17197,GREEN,1614
17197,LIBERTARIAN,3672
17197,OTHER,788
17197,REPUBLICAN,155116
17199,DEMOCRAT,10206
17199,GREEN,169
17199,LIBERTARIAN,420
17199,OTHER,57
17199,REPUBLICAN,22801
17201,DEMOCRAT,64056
17201,GREEN,645
17201,LIBERTARIAN,1719
17201,OTHER,428
17201,REPUBLICAN,60861
17203,DEMOCRAT,6160
17203,GREEN,103
17203,LIBERTARIAN,314
17203,OTHER,56
17203,REPUBLICAN,14799
18001,DEMOCRAT,3236
18001,GREEN,0
18001,LIBERTARIAN,287
18001,OTHER,0
18001,REPUBLICAN,10686
18003,DEMOCRAT,73189
18003,GREEN,29
18003,LIBERTARIAN,3728
18003,OTHER,53
18003,REPUBLICAN,92083
